# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
51318        2   86391478   86450913    120       7  31325     -0.64298    2.2204e-16     -0.64298
65055        2   86431116   86600206    355      14  31129      -1.8805    2.2204e-16      -1.8805
55818        2   86633271   86729839     83       5  31820     -0.36501    2.7756e-16     -0.36501
51652        2   86720553   86825620     76       6  31844       1.3658    2.2204e-16       1.3658
100526767    2   86720553   86983245    173      13  31665       1.2355    2.2204e-16       1.2355
7844         2   86820516   86886000     66       7  31375      0.86221    2.2204e-16      0.86221
64795        2   86912414   87015164     38       4  31844       1.1152    2.2204e-16       1.1152
925          2   87001728   87070519     99       7  31837       1.9619    2.2204e-16       1.9619
926          2   87032460   87124047     87       8  31833       2.1386    4.4409e-16       2.1386
400966       2   87105890   87251099     14       1  31844     0.034823    2.7062e-16     0.034823
51315        2   88316724   88390315     59       7  31816       1.4714    2.2204e-16       1.4714
150572       2   88332299   88422906    168      25  31809       1.0666    2.2204e-16       1.0666
2168         2   88412501   88462650    137      20  31809     -0.29652    2.7756e-16     -0.29652
55258        2   88434814   88496156    145      16  31658     -0.42212    2.7756e-16     -0.42212
344167       2   88737726   88787053     66      11  31814      -1.4342    2.2204e-16      -1.4342
200523       2   88789115   88839196     68       5  31828      0.43476    2.7756e-16      0.43476
9451         2   88846259   88962094     39       5  31757      -1.0842    2.2204e-16      -1.0842
22934        2   88956176   89060452     17       3  31775     -0.44625    2.7756e-16     -0.44625
150483       2   95502188   95552568     29       3  31496   -0.0064373    2.6975e-16   -0.0064373
4118         2   95656400   95729737     39       8  29528       1.4411    2.2204e-16       1.4411
64969        2   95742952   95822754     29       5  30761       1.5458    2.2204e-16       1.5458
7549         2   95796165   95860065     29       4  31492       1.5672    2.2204e-16       1.5672
84874        2   95803400   95860322     28       3  31479       1.5896    2.2204e-16       1.5896
150696       2   95904674   95976067     41       5  30944       1.7477    2.2204e-16       1.7477
30818        2   95928072   96061825    108       9  31189       1.7634    2.2204e-16       1.7634
51011        2   96033439   96092357     25       5  31276       1.4869    2.2204e-16       1.4869
653192       2   96132715   96185479     19       5  30113      0.66412    2.2204e-16      0.66412
129868       2   96222766   96275471     14       5  31167      0.20046    2.7756e-16      0.20046
400986       2   96506914   96693068     70       5  31844    -0.021004    2.7062e-16    -0.021004
150763       2   96677694   96736722     12       2  31844     -0.10864    2.6368e-16     -0.10864
151          2   96768623   96817281     54       8  31026     -0.15977    2.7756e-16     -0.15977
431705       2   96779589   96839175     70      11  30542     -0.07604    2.6368e-16     -0.07604
1844         2   96798908   96846206     59      10  30160     0.014472    2.6888e-16     0.014472
56910        2   96840597   96909573     80      12  30524     -0.40343    2.7756e-16     -0.40343
9391         2   96896884   96949917     56      11  30967      0.28827    2.7756e-16      0.28827
55654        2   96905946   96966751     61      11  30993      0.54458    2.2204e-16      0.54458
23020        2   96930074   97006307     66       8  30965       0.9771    2.2204e-16       0.9771
150771       2   96956062   97004091     39       5  31107      0.93943    2.2204e-16      0.93943
23397        2   96966479   97052833     81      10  31050      0.64653    2.2204e-16      0.64653
93082        2   97153383   97208846     38      10  30768      0.75101    2.2204e-16      0.75101
10865        2   97167464   97228375     33       9  30630      0.65239    2.2204e-16      0.65239
55683        2   97248892   97339116     38       7  31604     -0.18645    2.7756e-16     -0.18645
90342        2   97273574   97380624     63      15  31539      0.03019    2.7062e-16      0.03019
81562        2   97361666   97440813     77       6  31651      0.49826    2.7756e-16      0.49826
26504        2   97391639   97487628    100       5  31711      0.11734    2.6368e-16      0.11734
26505        2   97445950   97511121     63       5  31748     -0.67963    2.2204e-16     -0.67963
200539       2   97478599   97544758     55       7  31657      -2.6838    4.4409e-16      -2.6838
51239        2   97503722   97558756     43       9  31632      -2.6196    4.4409e-16      -2.6196
54910        2   97515473   97571680     62      10  31679      -1.8946    2.2204e-16      -1.8946
51252        2   97531619   97687337    255      13  31745      -2.0667    4.4409e-16      -2.0667
151313       2   97739320   97795603     42       6  31640       -1.837    2.2204e-16       -1.837
375248       2   97743923   97940258    110      11  30939      -2.0165    4.4409e-16      -2.0165
57730        2   98099009   98241708     78       6  31844      -1.1536    2.2204e-16      -1.1536
1329         2   98227521   98274657     33       5  31723      -1.5012    2.2204e-16      -1.5012
10120        2   98262402   98315561     64       7  31747      -1.7959    2.2204e-16      -1.7959
7535         2   98295031   98366990    116      14  31661      -1.9625    2.2204e-16      -1.9625
23505        2   98362799   98647389    388      17  31600      -2.4007    4.4409e-16      -2.4007
200403       2   98668595   98939410    344      27  30931     -0.33055    2.7756e-16     -0.33055
1261         2   98927618   99025064    100      14  24216     0.097944    2.6368e-16     0.097944
3631         2   99026321   99217496    254      11  21543      0.68337    2.2204e-16      0.68337
25972        2   99190032   99244978     49       9  20239      0.23906    2.7756e-16      0.23906
493753       2   99205786   99259981     63       7  21696      0.16029    2.7756e-16      0.16029
11320        2   99225569   99382589    257      22  29461     -0.24073    2.7756e-16     -0.24073
343990       2   99400309   99587684    298      17  31427       -1.592    2.2204e-16       -1.592
80705        2   99603724   99806187    347      10  31470      -2.0364    4.4409e-16      -2.0364
150590       2   99723185   99777950    103       7  31655      -2.0728    4.4409e-16      -2.0728
51601        2   99736418   99789620     95       6  31729      -1.9342    2.2204e-16      -1.9342
51263        2   99762542   99826020     98       6  31520      -2.1648    4.4409e-16      -2.1648
129531       2   99775726   99832524     75       7  31012      -1.8997    2.2204e-16      -1.8997
254773       2   99848709   99906570     53       6  31595      -1.4332    2.2204e-16      -1.4332
129530       2   99890701   99956205     76       4  31773      -1.8416    2.2204e-16      -1.8416
9669         2   99918821  100026728    145       6  31748      -1.7175    2.2204e-16      -1.7175
10190        2   99925487   99992155     76       5  31756      -1.4845    2.2204e-16      -1.4845
51455        2  100006938  100141480    194      12  31656      -1.5744    2.2204e-16      -1.5744
3899         2  100152326  100794037    630      44  31172    -0.051604    2.7062e-16    -0.051604
164832       2  100879753  100974195    290      15  30996       1.2132    2.2204e-16       1.2132
9486         2  100998322  101069130    189      15  30913        1.303    2.2204e-16        1.303
129521       2  101051944  101109742    243       6  31546    -0.056757    2.7062e-16    -0.056757
79031        2  101144418  101203201     86       9  31701       1.1962    2.2204e-16       1.1962
4862         2  101401613  101623289    550      52  31439      0.10881    2.6368e-16      0.10881
6160         2  101583691  101646155    125      17  31557      -0.1553    2.7756e-16      -0.1553
11138        2  101613690  101802858    377      28  31675     -0.48392    2.7756e-16     -0.48392
55571        2  101834345  101896778     21       2  31106     -0.27333    2.7756e-16     -0.27333
284996       2  101877681  101960178     57       7  31549     -0.40872    2.7756e-16     -0.40872
200407       2  101954816  102038965    108      10  31739     -0.20462    2.7756e-16     -0.20462
731220       2  102003823  102126165    189      11  31750      -1.1982    2.2204e-16      -1.1982
9448         2  102279165  102521152    331      21  31208     -0.40042    2.7756e-16     -0.40042
7850         2  102573306  102654885    175      11  31803      0.61755    2.2204e-16      0.61755
3554         2  102651836  102806334    334      29  31726      -0.6008    2.2204e-16      -0.6008
8808         2  102768433  102866462    236      13  31844      -1.2478    2.2204e-16      -1.2478
9173         2  102892962  102978497    204      12  31451      0.82629    2.2204e-16      0.82629
8809         2  102944093  103025230    230      13  31586       0.7229    2.2204e-16       0.7229
8807         2  103000254  103079025    213      11  31742       0.9263    2.2204e-16       0.9263
389015       2  103054173  103160433    353      14  31831    -0.014866    2.6888e-16    -0.014866
6549         2  103201166  103337809    142      11  31834    0.0064181    2.6975e-16    0.0064181
84804        2  103321089  103388341     84       6  31932        1.948    2.2204e-16        1.948
130827       2  103343490  103460948    158      11  31858       1.7965    2.2204e-16       1.7965
5455         2  105436969  105483471     30       5  31748       -2.152    4.4409e-16       -2.152
64965        2  105619483  105726418    298      10  31628     -0.20077    2.7756e-16     -0.20077
11250        2  105804595  105870085    129      19  31547       2.0543    4.4409e-16       2.0543
9392         2  105855861  105981148    267      18  31150      -1.2208    2.2204e-16      -1.2208
79074        2  105918714  105986514    168      15  31141      -1.2767    2.2204e-16      -1.2767
2274         2  105967272  106090230    281      49  31680       2.2997    4.4409e-16       2.2997
8440         2  106326520  106520730    362      23  31469      -1.6811    2.2204e-16      -1.6811
84417        2  106647113  106704611    120      16  31750      0.14418    2.7756e-16      0.14418
80146        2  106699759  106845795    189       9  31449      0.18334    2.7756e-16      0.18334
402096       2  106926022  107001482    114      13  31759      -0.4068    2.7756e-16      -0.4068
84620        2  107408056  107538563    160      10  31755      -1.4438    2.2204e-16      -1.4438
285190       2  108408388  108519000     39       4  31562       1.4668    2.2204e-16       1.4668
60482        2  108567979  108640663    101      13  31115       1.7036    2.2204e-16       1.7036
442038       2  108828651  108891807    142       9  30469     -0.89844    2.2204e-16     -0.89844
6819         2  108870095  108936371    124      12  30018      -1.4256    2.2204e-16      -1.4256
27233        2  108959413  109014296     88       8  27190     -0.66838    2.2204e-16     -0.66838
9648         2  109030577  109135854    137       7  28346      -1.3577    2.2204e-16      -1.3577
3987         2  109115811  109313702    262       9  28694      -1.0925    2.2204e-16      -1.0925
5903         2  109300902  109412267     79       4  26261      -1.3809    2.2204e-16      -1.3809
165055       2  109368208  109503047    149       9  24389      -0.3169    2.7756e-16      -0.3169
10913        2  109500927  109640828    309      20  26434      0.14555    2.7756e-16      0.14555
151011       2  110290372  110406783    160      13  31610      0.66274    2.2204e-16      0.66274
65124        2  110336911  110386564     67       7  31820     0.081674    2.6368e-16     0.081674
7851         2  110831447  110909143     49       3  31774      -1.0239    2.2204e-16      -1.0239
4867         2  110870913  110997639     94       2  31788     -0.83407    2.2204e-16     -0.83407
699          2  111385275  111470684     50       4  31667      -1.2141    2.2204e-16      -1.2141
55289        2  111455150  111885799    633      46  31625     -0.15287    2.7756e-16     -0.15287
10018        2  111843491  111936022    109      11  31647     -0.88835    2.2204e-16     -0.88835
101927260    2  111993803  112041256     33       5  31776     -0.39463    2.7756e-16     -0.39463
64682        2  112515214  112676765     75       5  31783       -1.348    2.2204e-16       -1.348
10461        2  112621056  112807293    285       8  31752      -2.3624    4.4409e-16      -2.3624
84910        2  112777800  112886895    110      10  31326      -1.1282    2.2204e-16      -1.1282
129804       2  112860962  112955793     50       6  31314      -1.3731    2.2204e-16      -1.3731
84524        2  112963439  113047664     28       3  31835      -1.0911    2.2204e-16      -1.0911
376940       2  112998178  113107640     33       4  31762      -1.2358    2.2204e-16      -1.2358
727851       2  113115946  113226222     13       4  31317     -0.93804    2.2204e-16     -0.93804
150465       2  113204743  113300223     59       7  31143      0.39983    2.7756e-16      0.39983
84172        2  113263676  113344727     50       5  30182      0.74291    2.2204e-16      0.74291
84269        2  113307023  113356617     32       4  30171      0.59535    2.2204e-16      0.59535
6574         2  113368434  113431402     71       6  31841      -0.6312    2.2204e-16      -0.6312
150468       2  113485444  113557254    118       7  31372        1.259    2.2204e-16        1.259
3552         2  113521492  113577971    107       6  31334       1.2217    2.2204e-16       1.2217
3553         2  113577337  113629356     56       8  29763    -0.028041    2.7062e-16    -0.028041
27178        2  113635548  113686459     53       8  29421   0.00024292    2.6945e-16   0.00024292
56300        2  113700596  113753249     82       8  31082     -0.57904    2.2204e-16     -0.57904
27179        2  113728038  113776221     45       6  30901       0.1797    2.7756e-16       0.1797
27177        2  113769668  113845444    155      13  31631       0.8478    2.2204e-16       0.8478
26525        2  113781215  113832321     95       8  31517       1.0551    2.2204e-16       1.0551
84639        2  113790547  113843427    122      12  31763      0.77553    2.2204e-16      0.77553
3557         2  113833693  113901593    200      15  31792    -0.088384    2.6368e-16    -0.088384
23550        2  113879976  113970677    174      26  31750      -2.1764    4.4409e-16      -2.1764
7849         2  113963574  114071527    196      19  31535      -0.3322    2.7756e-16      -0.3322
150472       2  114160268  114263781      4       1  31406     -0.54367    2.2204e-16     -0.54367
80255        2  114461354  114549400    183      14  31547    -0.051424    2.7062e-16    -0.051424
10096        2  114612511  114729131    244      15  31350       1.6607    2.2204e-16       1.6607
57628        2  115164899  116613328   1832      64  31602      -1.9681    2.2204e-16      -1.9681
8886         2  118537255  118599953     88       8  31363      0.53252    2.2204e-16      0.53252
54520        2  118663054  118806739    251      15  31519      0.28327    2.7756e-16      0.28327
51141        2  118811033  118877604     86      11  31422     -0.13009    2.7756e-16     -0.13009
2019         2  119589747  119640759     53      10  31090      0.79479    2.2204e-16      0.79479
8685         2  119664745  119762236    195      13  31796      -1.5572    2.2204e-16      -1.5572
165257       2  119903819  119951471     97       9  31486   -0.0014155    2.6953e-16   -0.0014155
55240        2  119946384  120033228     72       9  31799      0.23645    2.7756e-16      0.23645
130355       2  120049793  120159451    238      13  31661     -0.47653    2.7756e-16     -0.47653
1622         2  120089504  120140122    128       7  31802     -0.65225    2.2204e-16     -0.65225
140738       2  120152501  120206096     62       7  31764     -0.64009    2.2204e-16     -0.64009
6344         2  120187419  120317028    153      14  31435     -0.14897    2.7756e-16     -0.14897
200373       2  120267008  120424237    145      11  31460     -0.78022    2.2204e-16     -0.78022
80775        2  120401743  120449694     35       3  31454      -1.8824    2.2204e-16      -1.8824
101927764    2  120470782  120552323     62       5  31583       1.2157    2.2204e-16       1.2157
5775         2  120482207  120752496    172       6  31511       1.3086    2.2204e-16       1.3086
57669        2  120735604  120946697    188       5  31794     -0.17365    2.7756e-16     -0.17365
5899         2  120962646  121062287    159       9  31660       1.3369    2.2204e-16       1.3369
79134        2  120965047  121015984     69       8  31734        1.211    2.2204e-16        1.211
3625         2  121068719  121119383     60      14  30730       0.4962    2.7756e-16       0.4962
2736         2  121458441  121760229    226      30  31828      0.28448    2.7756e-16      0.28448
29842        2  121964163  122077778    195      24  31743      0.14978    2.7756e-16      0.14978
23332        2  122085352  122442052    675      10  31658      0.29293    2.7756e-16      0.29293
84365        2  122474521  122529503     90       6  31347       1.2153    2.2204e-16       1.2153
7247         2  122478121  122535429     92       7  31679        1.308    2.2204e-16        1.308
129684       2  124747864  125682954   1397      89  31181     -0.11889    2.6368e-16     -0.11889
2995         2  127378426  127464251     35       6  31844     -0.66925    2.2204e-16     -0.66925
274          2  127795599  127899903    333      32  31737      0.93238    2.2204e-16      0.93238
339761       2  127931412  128012654    117       9  31733     -0.89997    2.2204e-16     -0.89997
2071         2  128004866  128086752     73       5  31572     -0.13747    2.7756e-16     -0.13747
10746        2  128046245  128135805     65       6  31527     -0.22627    2.7756e-16     -0.22627
100506922    2  128100704  128156987     44       5  31543     -0.29943    2.7756e-16     -0.29943
5624         2  128140996  128196822     57       6  31836     0.037535    2.7062e-16     0.037535
55677        2  128228383  128319462     87       6  31818      0.85705    2.2204e-16      0.85705
4648         2  128258378  128405303    173      15  31728      0.82042    2.2204e-16      0.82042
2840         2  128368439  128420213     94      11  31644    0.0036979    2.6932e-16    0.0036979
55679        2  128385996  128474360    164      18  31441    -0.043536    2.7062e-16    -0.043536
84826        2  128423597  128471407    103      11  31384     -0.19096    2.7756e-16     -0.19096
55339        2  128451808  128603761    301      16  31564      0.14887    2.7756e-16      0.14887
5433         2  128593840  128650729    108      10  31649      0.26896    2.7756e-16      0.26896
83607        2  128609204  128678635    123      13  31616      0.42739    2.7756e-16      0.42739
79595        2  128688791  128820667    116      10  31696      0.89113    2.2204e-16      0.89113
56886        2  128813754  128963251    125       8  31637     -0.11197    2.6368e-16     -0.11197
9394         2  129013054  129111171     64      14  31669     -0.20591    2.7756e-16     -0.20591
84084        2  130702235  130750311     13       2  31605      -2.1758    4.4409e-16      -2.1758
728378       2  130821108  130921795     44       1  30842      -1.4074    2.2204e-16      -1.4074
91409        2  130886856  130937707     55       1  30867      -1.4917    2.2204e-16      -1.4917
55627        2  130898965  130975323     65       1  30989      -2.4852    4.4409e-16      -2.4852
80097        2  130904248  130972365     58       1  31012      -2.2981    4.4409e-16      -2.2981
112714       2  130939318  130991034     24       1  31077       -1.978    2.2204e-16       -1.978
92856        2  131065470  131114197     51       5  31813      -1.5311    2.2204e-16      -1.5311
26469        2  131078580  131142982     68       7  31784      -1.5183    2.2204e-16      -1.5183
84317        2  131085814  131135383     51       6  31808      -1.5281    2.2204e-16      -1.5281
50649        2  131559489  131814826    376      32  31514      -1.1732    2.2204e-16      -1.1732
130074       2  131795449  131886033     63       2  31836      0.94329    2.2204e-16      0.94329
55041        2  131827420  131917425     59       2  31821       1.0392    2.2204e-16       1.0392
445582       2  131940924  132032944      3       1  31844       1.7378    2.2204e-16       1.7378
150786       2  132108065  132156731      3       1  31844       2.0076    4.4409e-16       2.0076
653784       2  132217298  132285312    119       1  31835     -0.63509    2.2204e-16     -0.63509
90557        2  132250248  132301239    119       1  31835     -0.63509    2.2204e-16     -0.63509
408029       2  132542534  132594234     53       3  31790      0.30911    2.7756e-16      0.30911
2863         2  133139147  133414169    513      50  31495      -1.3235    2.2204e-16      -1.3235
116372       2  133392337  133464070     57       5  31594        1.982    2.2204e-16        1.982
344148       2  133419361  134434118   1759     151  30753     -0.36898    2.7756e-16     -0.36898
4249         2  134842502  135222192    870      90  31829       1.1013    2.2204e-16       1.1013
81615        2  135203330  135513219    560      38  31147      -3.0416    4.4409e-16      -3.0416
130013       2  135560994  135669604    128      14  31561     -0.77352    2.2204e-16     -0.77352
905          2  135641363  135726915     99       6  31025      0.42948    2.7756e-16      0.42948
80122        2  135712076  135817301    190      15  31658       1.2381    2.2204e-16       1.2381
22930        2  135774835  135938280    148       7  31747       1.0717    2.2204e-16       1.0717
84083        2  135944539  136323806    319       8  31633       1.1722    2.2204e-16       1.1722
23518        2  136254036  136492839    255      17  31481       0.8699    2.2204e-16       0.8699
23190        2  136464189  136552633    159      15  31479       1.1184    2.2204e-16       1.1184
3938         2  136535415  136629750    159      13  31675      0.54529    2.2204e-16      0.54529
4175         2  136587196  136669047    133      10  31747      0.74381    2.2204e-16      0.74381
1615         2  136654252  136778254    140       9  31450       1.0659    2.2204e-16       1.0659
7852         2  136861919  136910725     65      10  30977     0.079582    2.6368e-16     0.079582
80731        2  137604718  138445287   1685      88  31641      0.50685    2.2204e-16      0.50685
3176         2  138686808  138783934    143      11  31837      0.11463    2.6368e-16      0.11463
339745       2  139224350  139340805     92      11  30788     -0.44982    2.7756e-16     -0.44982
11249        2  139416727  139572811    193      18  29944         1.02    2.2204e-16         1.02
53353        2  140978996  142924270   3906     191  31265       1.2759    2.2204e-16       1.2759
8942         2  143471497  143809885    588      37  31531    -0.072316    2.6368e-16    -0.072316
55843        2  143851899  144535921    667      43  31625      0.88461    2.2204e-16      0.88461
79712        2  144692502  145147578    227      16  31787      -2.1753    4.4409e-16      -2.1753
9839         2  145131942  145312958    118      24  31834      0.38242    2.7756e-16      0.38242
92           2  148567086  148698396    184      15  27988    -0.095247    2.6368e-16    -0.095247
5000         2  148677966  148814173    195      14  27992      -0.4154    2.7756e-16      -0.4154
55777        2  148743580  149281046    572      28  30669      0.21454    2.7756e-16      0.21454
26122        2  149367560  149555136    329      11  31159      0.87922    2.2204e-16      0.87922
130576       2  149859981  150081776    489      27  31802      -1.3036    2.2204e-16      -1.3036
130574       2  150151499  150340662    208      16  31671     -0.75676    2.2204e-16     -0.75676
27249        2  150416147  150479330     16       4  31355      -1.8093    2.2204e-16      -1.8093
390          2  151314707  151379209     87      10  30981      -1.2705    2.2204e-16      -1.2705
375287       2  152094728  152153389    140      10  31830     -0.29016    2.7756e-16     -0.29016
9111         2  152116982  152181430    208      14  31785     -0.22774    2.7756e-16     -0.22774
7130         2  152179106  152246562    169      18  31794      0.66483    2.2204e-16      0.66483
55183        2  152231397  152343860    280      17  31791      0.82094    2.2204e-16      0.82094
4703         2  152331853  152626001    564      30  31608     -0.20967    2.7756e-16     -0.20967
26225        2  152647480  152720009    101      15  31590       -1.243    2.2204e-16       -1.243
785          2  152679285  152990593    497      30  31687     -0.59116    2.2204e-16     -0.59116
10254        2  152963315  153067506    120       9  31827      0.63262    2.2204e-16      0.63262
114793       2  153156684  153516348    734      49  31565      0.32084    2.7756e-16      0.32084
55660        2  153498107  153609628    138       8  30463       1.1138    2.2204e-16       1.1138
151188       2  153539407  153627767     85       8  30322       1.1098    2.2204e-16       1.1098
56475        2  154323852  154370322     65       8  31419      -1.5508    2.2204e-16      -1.5508
114805       2  154693426  155320489    853      38  31606      -0.1652    2.7756e-16      -0.1652
100144595    2  155282365  155348950    137      21  31694     -0.88072    2.2204e-16     -0.88072
3760         2  155520093  155724864    342      33  31653       1.1106    2.2204e-16       1.1106
4929         2  157170944  157224287     38       5  31785       1.3808    2.2204e-16       1.3808
2820         2  157256965  157452915    188      11  31640      0.22583    2.7756e-16      0.22583
11227        2  158079340  158177913    117       5  31699       0.2226    2.7756e-16       0.2226
57471        2  158165125  158219146     62       3  31121      0.29157    2.7756e-16      0.29157
9595         2  158261131  158335604     36       4  30026     -0.30242    2.7756e-16     -0.30242
130399       2  158373279  158520399     70       7  31618      0.18211    2.7756e-16      0.18211
90           2  158582958  158767374     84      11  31751      0.98318    2.2204e-16      0.98318
151531       2  158698213  159002666    393      31  31578     -0.16179    2.7756e-16     -0.16179
130940       2  159017869  159348297    645      31  31595      -1.1959    2.2204e-16      -1.1959
8502         2  159278476  159547941    596      20  31417       -0.356    2.7756e-16       -0.356
92196        2  159616829  159682506    105      12  31415      0.49903    2.7756e-16      0.49903
85461        2  159790146  160099170    527      30  31483      -1.4662    2.2204e-16      -1.4662
151525       2  160082304  160178304    255      14  31556     -0.14476    2.7756e-16     -0.14476
29994        2  160165490  160508059    567      30  31315      -1.6538    2.2204e-16      -1.6538
64844        2  160533980  160635084    213      13  31588     -0.95868    2.2204e-16     -0.95868
9936         2  160615139  160690115    186      16  31794     -0.24492    2.7756e-16     -0.24492
100526664    2  160615139  160796267    425      24  31726      0.60015    2.2204e-16      0.60015
4065         2  160649866  160796267    351      20  31722      0.86143    2.2204e-16      0.86143
22925        2  160778523  160954126    417      28  31696      0.55244    2.2204e-16      0.55244
3694         2  160946182  161145349    226      22  31477      0.14925    2.7756e-16      0.14925
5937         2  161118662  161385366    302      14  31771      -1.0558    2.2204e-16      -1.0558
10010        2  161958438  162102687    151       5  30926        1.283    2.2204e-16        1.283
10213        2  162129786  162278228    100       7  31252     0.040491    2.7062e-16     0.040491
10716        2  162237620  162292381     45       5  30853      0.73467    2.2204e-16      0.73467
57282        2  162445699  162851786    444       8  31841      0.39837    2.7756e-16      0.39837
1803         2  162838751  162966052    172      18  31516       1.0443    2.2204e-16       1.0443
2641         2  162989379  163043914     71       7  31713       -1.793    2.2204e-16       -1.793
2191         2  163017194  163135045    142       4  31422     -0.53409    2.2204e-16     -0.53409
64135        2  163113589  163210218    113       3  31309     -0.35146    2.7756e-16     -0.35146
25801        2  163165583  163246525     55       3  31811     -0.11475    2.6368e-16     -0.11475
90134        2  163217917  163730257    865      44  31549       1.7889    2.2204e-16       1.7889
55137        2  164451447  164627618    175      28  31249      -2.3932    4.4409e-16      -2.3932
2888         2  165339323  165513360    140      15  31714       1.5575    2.2204e-16       1.5575
22837        2  165526695  165733678    423      25  31662     -0.61562    2.2204e-16     -0.61562
151258       2  165744709  165847035    165      20  28824      -0.3949    2.7756e-16      -0.3949
6328         2  165934030  166095577    255      14  31131       1.5808    2.2204e-16       1.5808
6326         2  165951659  166258820    656      38  31304       1.5218    2.2204e-16       1.5218
80034        2  166291157  166555917    378      32  30506     -0.91042    2.2204e-16     -0.91042
2591         2  166594313  166685803    131      17  31062     -0.53964    2.2204e-16     -0.53964
79809        2  166719872  166845348    267      17  31032     -0.13218    2.7756e-16     -0.13218
6323         2  166835670  167040642    413      26  31717     -0.45169    2.7756e-16     -0.45169
6335         2  167041695  167267497    376      30  31735       1.1672    2.2204e-16       1.1672
6332         2  167250083  167378481    239      19  31561      0.88451    2.2204e-16      0.88451
129446       2  167709997  168126263   1244      48  31621      0.65922    2.2204e-16      0.65922
8708         2  168311692  168737366    529      60  31534     -0.62405    2.2204e-16     -0.62405
27347        2  168800530  169139105    870      42  31643      0.29428    2.7756e-16      0.29428
253782       2  169277759  169641644    663      33  31670      0.49787    2.7756e-16      0.49787
115677       2  169608049  169731849    183      20  31616      0.21752    2.7756e-16      0.21752
57405        2  169717401  169782277    130      17  31531      -0.1068    2.6368e-16      -0.1068
57818        2  169722750  169776510    109      15  31470    0.0059688    2.6975e-16    0.0059688
8647         2  169769336  169922833    423      32  31662      -1.5722    2.2204e-16      -1.5722
10170        2  169886299  169962677    212      17  31296     -0.95039    2.2204e-16     -0.95039
4036         2  169973619  170254123    376      32  31411      -1.4613    2.2204e-16      -1.4613
129880       2  170300967  170373165     99      10  31810      -1.2188    2.2204e-16      -1.2188
10324        2  170331212  170392772     70       7  31755      -1.4132    2.2204e-16      -1.4132
79675        2  170376259  170465431    128      13  31462      -1.9578    2.2204e-16      -1.9578
9360         2  170405850  170507916    202      15  31599      -1.6605    2.2204e-16      -1.6605
129881       2  170491935  170585931    264      14  31777      -1.3926    2.2204e-16      -1.3926
493911       2  170515946  170568218    146       6  31799      -1.0175    2.2204e-16      -1.0175
100526832    2  170515964  170618396    331      21  31819       -1.881    2.2204e-16       -1.881
151230       2  170555356  170618396    211      24  31821      -1.8186    2.2204e-16      -1.8186
6741         2  170620322  170678574    126       9  31833      -1.2733    2.2204e-16      -1.2733
130507       2  170649010  170950641    462      17  28162     -0.71479    2.2204e-16     -0.71479
29081        2  170658267  170716439     38       6  31676     -0.15356    2.7756e-16     -0.15356
140469       2  170999655  171521674   1036      93  31427      -2.4136    4.4409e-16      -2.4136
389058       2  171536857  171584498     77      12  29818      0.87285    2.2204e-16      0.87285
285141       2  171592528  171665481    143       6  31828     -0.41747    2.7756e-16     -0.41747
2571         2  171638200  171727661    143      16  31820     0.067232    2.6368e-16     0.067232
26003        2  171749948  171833645     35       6  31608      -2.4305    4.4409e-16      -2.4305
9874         2  171837333  172122824    361      23  31586      0.25098    2.7756e-16      0.25098
79828        2  172163912  172326312    347      16  31500      -0.5519    2.2204e-16      -0.5519
80067        2  172255761  172351562    264      14  31725      -0.5738    2.2204e-16      -0.5738
79901        2  172343757  172424643    207      30  31703     0.035317    2.7062e-16     0.035317
1781         2  172508919  172616668     90      13  30960      -1.5306    2.2204e-16      -1.5306
8604         2  172629915  172785816    107      11  32399       1.4326    2.2204e-16       1.4326
8520         2  172743935  172858600     99      13  33433       2.8181    4.4409e-16       2.8181
254042       2  172829804  172957158    134      16  35330       3.1322    4.4409e-16       3.1322
1745         2  172915208  172964402     47      16  30753       1.0351    2.2204e-16       1.0351
1746         2  172954166  173002478    135      19  31483       1.0743    2.2204e-16       1.0743
3655         2  173256954  173381181    346      21  31642     -0.45983    2.7756e-16     -0.45983
5163         2  173385101  173500351    314      17  31699      -1.1687    2.2204e-16      -1.1687
11069        2  173565525  173927621    663      69  31029      -1.1133    2.2204e-16      -1.1133
51776        2  173905440  174142737    496      29  31111      0.26918    2.7756e-16      0.26918
83879        2  174184561  174243718     65      10  30493       0.2152    2.7756e-16       0.2152
6670         2  174761187  174865430    132      11  31059     -0.82463    2.2204e-16     -0.82463
100128905    2  174855014  174901886     54       6  31742      -1.9611    2.2204e-16      -1.9611
29789        2  174927175  175148365    226      12  31407       1.4773    2.2204e-16       1.4773
100131390    2  175164769  175215859     48       5  31834      0.19836    2.7756e-16      0.19836
9541         2  175202878  175295443    143       6  31597      0.59301    2.2204e-16      0.59301
79634        2  175225457  175304303    149       6  31586      0.63416    2.2204e-16      0.63416
151556       2  175286299  175386816    125      13  30717      0.81107    2.2204e-16      0.81107
7456         2  175414302  175582667    133      20  31693      -0.1478    2.7756e-16      -0.1478
1134         2  175602320  175664200     89      12  29763      -1.0322    2.2204e-16      -1.0322
1123         2  175654042  175905671    217       7  31659      -1.0252    2.2204e-16      -1.0252
