# ALPHA = 0.05
# NUMBER_OF_TESTS = 4

# _SET1_  VARIABLE = Postnatal_Negative (set)
# _SET1_  NGENES = 536
# _SET1_  P-VALUE = 1.8422e-05
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   85442        10  134938971  135049916    184      12  31693      0.55495      0.19043    2.2204e-16      0.55495
_SET1_   503542       10  135224170  135273623     66       5  31844     -0.20822      0.46318    2.7756e-16     -0.20822
_SET1_   51286        11     777110     825126     55       7  31076     -0.83086      0.72807    2.2204e-16     -0.83086
_SET1_   9024         11    1376129    1493919    203      16  31787      0.26945      0.27088    2.7756e-16      0.26945
_SET1_   887          11    6245841    6303363     60       9  31423     -0.84679      0.71493    2.2204e-16     -0.84679
_SET1_   322          11    6406355    6475644     52       8  31737      -2.1999      0.97025    4.4409e-16      -2.1999
_SET1_   10612        11    6459843    6530689     87       8  31663      -3.1424      0.99773    4.4409e-16      -3.1424
_SET1_   144125       11    6771248    6817245    173      16  31662     -0.62516       0.6188    2.2204e-16     -0.62516
_SET1_   338755       11    6779238    6825188    164      16  31652     -0.66092      0.63287    2.2204e-16     -0.66092
_SET1_   8590         11    6805756    6852139     90      10  31844     -0.75573      0.66777    2.2204e-16     -0.75573
_SET1_   341276       11    6855986    6901897    222      11  31816       -1.631      0.89894    2.2204e-16       -1.631
_SET1_   120776       11    6902805    6948731    148       8  31833     -0.25711      0.47583    2.7756e-16     -0.25711
_SET1_   374383       11   17338279   17408868     71       6  31342      0.47233      0.23648    2.7756e-16      0.47233
_SET1_   6833         11   17404432   17533449    313      30  31723     -0.14555      0.40774    2.7756e-16     -0.14555
_SET1_   4745         11   20656117   21607232   1960     177  31653       1.1894     0.017464    2.2204e-16       1.1894
_SET1_   55346        11   33025963   33105109    149       6  31838      0.81024      0.13065    2.2204e-16      0.81024
_SET1_   25758        11   33528877   33705648    243      20  31820     -0.72068      0.63992    2.2204e-16     -0.72068
_SET1_   57689        11   40125524   41516186   1782      85  31567     -0.12047      0.21131    2.6368e-16     -0.12047
_SET1_   56981        11   45080564   45266675    246      25  31279         1.43     0.041137    2.2204e-16         1.43
_SET1_   57586        11   45251853   45342884    179       9  32454        1.294     0.043958    2.2204e-16        1.294
_SET1_   8525         11   46319455   46412104     85      11  37854       2.1578    0.0005664    4.4409e-16       2.1578
_SET1_   9066         11   61271188   61383523     10       3  31398      0.49882      0.21046    2.7756e-16      0.49882
_SET1_   747          11   61412905   61524474    144      15  31229      0.06018      0.37175    2.7062e-16      0.06018
_SET1_   2785         11   62440066   62486678     43       4  31833      0.61713      0.17664    2.2204e-16      0.61713
_SET1_   1128         11   62666151   62724012     71      14  31758       2.4302    0.0030217    4.4409e-16       2.4302
_SET1_   283248       11   63668693   63719407     37       6  31569      0.77521        0.147    2.2204e-16      0.77521
_SET1_   55611        11   63718325   63775892    115      10  31279      0.22282      0.31567    2.7756e-16      0.22282
_SET1_   64837        11   65989765   66045332     59       7  31647       1.6487       0.0262    2.2204e-16       1.6487
_SET1_   246330       11   66198798   66254808     50       6  31229       0.4653      0.23869    2.7756e-16       0.4653
_SET1_   6712         11   66439967   66531716     52      13  31208       1.3639     0.052189    2.2204e-16       1.3639
_SET1_   91683        11   66755190   66828334     42       5  31709     -0.51628       0.5837    2.2204e-16     -0.51628
_SET1_   338692       11   67021762   67079955     36       6  31844     -0.78284      0.67668    2.2204e-16     -0.78284
_SET1_   9600         11   67249231   67307843     44       6  31734       -1.787      0.93017    2.2204e-16       -1.787
_SET1_   91703        11   67400026   67453130     85      14  31432      0.46627      0.22666    2.7756e-16      0.46627
_SET1_   5138         11   72277184   72420497    247      20  31069      0.80365      0.13802    2.2204e-16      0.80365
_SET1_   4135         11   75287959   75414479    257      19  31767     -0.34952      0.48916    2.7756e-16     -0.34952
_SET1_   100506127    11   76057307   76135663    145      20  31509      -0.3454      0.51863    2.7756e-16      -0.3454
_SET1_   10873        11   86142150   86418678    697      31  31167      0.31397      0.19433    2.7756e-16      0.31397
_SET1_   55531        11  107426817  107547505    215      23  31783     -0.21037      0.44434    2.7756e-16     -0.21037
_SET1_   399947       11  109257570  109309893     39       9  31613       0.7428      0.14729    2.2204e-16       0.7428
_SET1_   64137        11  118984750  119043375     81       6  31803      -1.4814      0.87913    2.2204e-16      -1.4814
_SET1_   7070         11  119278655  119329246     53       2  31806       -1.713      0.92415    2.2204e-16       -1.713
_SET1_   57476        11  123290191  123508478    343      44  31874       2.5598    0.0015925    4.4409e-16       2.5598
_SET1_   63876        11  124999559  125313285    658      61  31548     -0.43411      0.47233    2.7756e-16     -0.43411
_SET1_   55572        11  126103935  126158027     80      11  29532       1.3811     0.071861    2.2204e-16       1.3811
_SET1_   4978         11  132274875  133437403   2124     186  32032      0.64322     0.054224    2.2204e-16      0.64322
_SET1_   440073       12     141049     297626    276      29  31128      0.33624      0.26168    2.7756e-16      0.33624
_SET1_   654429       12    1894433    1955919     75      11  31380     -0.51682      0.59968    2.2204e-16     -0.51682
_SET1_   9746         12    7246681    7321541    142      16  29499      0.29735       0.3515    2.7756e-16      0.29735
_SET1_   5213         12   48464656   48550187    138       8  31219     -0.21859      0.48403    2.7756e-16     -0.21859
_SET1_   387856       12   48542366   48589709     79       6  31841     -0.09312      0.41327    2.6368e-16     -0.09312
_SET1_   784          12   49173215   49232726      3       1  31392     -0.49624      0.56733    2.7756e-16     -0.49624
_SET1_   23416        12   49897834   49962091     30       3  31653     -0.84807      0.71481    2.2204e-16     -0.84807
_SET1_   9498         12   51750101   51919547    275      24  31617      -0.5539      0.57789    2.2204e-16      -0.5539
_SET1_   6334         12   51949050   52216648    148      16  31571      -1.8321      0.93632    2.2204e-16      -1.8321
_SET1_   3852         12   52898359   52949328     89       9  31728     -0.92042      0.72783    2.2204e-16     -0.92042
_SET1_   140465       12   56511040   56561771     23       6  28776      0.43776      0.32874    2.7756e-16      0.43776
_SET1_   196403       12   57963110   58013585     82      12  31724      0.78102      0.13682    2.2204e-16      0.78102
_SET1_   115557       12   57968963   58021028     83      12  31315       1.1466     0.078638    2.2204e-16       1.1466
_SET1_   23329        12   65183352   65284802     18       6  31614       -1.374      0.85288    2.2204e-16       -1.374
_SET1_   29953        12   72631314   73069422    448      20  31178       1.8956     0.010846    2.2204e-16       1.8956
_SET1_   3747         12   75423858   75638584    305      19  31677      0.30637      0.24344    2.7756e-16      0.30637
_SET1_   6857         12   79222773   79855788    804      49  31551       1.2569     0.030036    2.2204e-16       1.2569
_SET1_   196472       12  100006528  100053892     57      10  31481      -1.0622       0.7841    2.2204e-16      -1.0622
_SET1_   9891         12  106447125  106568811    144      17  31368      0.78653      0.14487    2.2204e-16      0.78653
_SET1_   55530        12  109294658  109407453     50       8  31165      0.45773      0.23914    2.7756e-16      0.45773
_SET1_   22895        12  113194343  113346686    145      17  31332      -1.1731      0.81508    2.2204e-16      -1.1731
_SET1_   84934        12  113588342  113640169     95       6  31791     -0.15164       0.4355    2.7756e-16     -0.15164
_SET1_   84900        12  117141096  117301436    179      18  31620      0.48873      0.20696    2.7756e-16      0.48873
_SET1_   84530        12  119384300  119610856    473      54  31486      0.49073      0.18558    2.7756e-16      0.49073
_SET1_   9478         12  121043422  121115129    150      17  31581       1.8283     0.016419    2.2204e-16       1.8283
_SET1_   64897        12  121430835  121489300    119      10  31828        3.227   0.00019316    4.4409e-16        3.227
_SET1_   10645        12  121665495  121771111    111      13  33242      0.60401      0.13631    2.2204e-16      0.60401
_SET1_   23457        12  123395498  123486056     29       3  51645       5.9102    1.183e-11             0       5.9102
_SET1_   114795       12  125776162  126156915    655      74  31631      0.14955      0.26552    2.7756e-16      0.14955
_SET1_   144423       12  129302985  129479513    399      54  31747      0.81511      0.11425    2.2204e-16      0.81511
_SET1_   51761        13   25911209   26609989   1222      61  31471      -1.2356      0.64605    2.2204e-16      -1.2356
_SET1_   23281        13   29359485   30090084   1042      81  31595      -0.9949      0.61381    2.2204e-16      -0.9949
_SET1_   10129        13   32570269   32880794    486      54  33364       3.7029   7.5406e-06    4.4409e-16       3.7029
_SET1_   26960        13   35481424   36256874    819      38  31684     -0.84003      0.56663    2.2204e-16     -0.84003
_SET1_   9201         13   36332789   36740514    810      64  31752       1.0394      0.04916    2.2204e-16       1.0394
_SET1_   23077        13   77608792   77936177    507      19  31713     -0.13976      0.35357    2.7756e-16     -0.13976
_SET1_   728215       13  107810879  108554460   1503     140  31675     -0.66647      0.39844    2.2204e-16     -0.66647
_SET1_   161357       14   47298826   48179157   1322      47  31676     -0.64262       0.3677    2.2204e-16     -0.64262
_SET1_   6252         14   60052694   60372557    348      19  35207       1.9259    0.0028474    2.2204e-16       1.9259
_SET1_   376267       14   65402532   65474016    119      17  29606       1.3449     0.075431    2.2204e-16       1.3449
_SET1_   145226       14   68133603   68211168    178      14  31402      0.80506       0.1341    2.2204e-16      0.80506
_SET1_   6547         14   70500934   70690787    193      19  30476       -1.505      0.90257    2.2204e-16       -1.505
_SET1_   4293         14   71179243   71310912    321      18  31487     -0.59437      0.58524    2.2204e-16     -0.59437
_SET1_   9870         14   75117955   75214807    132      13  31726      -1.0733      0.77296    2.2204e-16      -1.0733
_SET1_   83694        14   75360657   75424985     95       9  31117      0.75421       0.1606    2.2204e-16      0.75421
_SET1_   9369         14   78601716   80344633   3276     196  31262       2.0976    0.0015634    4.4409e-16       2.0976
_SET1_   57578        14   93764565   94184222    479      17  33265       2.0944    0.0027723    4.4409e-16       2.0944
_SET1_   51466        14  100450719  100620573    280      16  29160       1.7265     0.032949    2.2204e-16       1.7265
_SET1_   5891         14  102680834  102806537    182      10  31809     -0.58093      0.59094    2.2204e-16     -0.58093
_SET1_   1152         14  103975995  104024196     88       9  33859        2.235    0.0026227    4.4409e-16        2.235
_SET1_   3831         14  104060525  104177888    325      10  32157       2.0624    0.0058308    4.4409e-16       2.0624
_SET1_   23368        14  104190088  104350116    278      11  41669       1.3762    0.0025225    2.2204e-16       1.3762
_SET1_   388021       14  105049330  105106097     80       4  31788      0.33815      0.26878    2.7756e-16      0.33815
_SET1_   283638       14  105296650  105373107    131       8  31775      -1.7138      0.91793    2.2204e-16      -1.7138
_SET1_   2567         15   27181429   27788373    978     102  31181      -1.3696      0.78439    2.2204e-16      -1.3696
_SET1_   321          15   29176570   29420518    439      38  31703       1.8499     0.011118    2.2204e-16       1.8499
_SET1_   254531       15   34641089   34694397     47      10  31515     -0.86599      0.71961    2.2204e-16     -0.86599
_SET1_   85455        15   40615434   40673256     86      16  31623        2.251     0.005351    4.4409e-16        2.251
_SET1_   10681        15   52403123   52518565    181      10  31027       0.5563       0.2054    2.2204e-16       0.5563
_SET1_   4644         15   52589480   52856247    705      18  31091     -0.26016        0.378    2.7756e-16     -0.26016
_SET1_   388135       15   74017772   74080495     82       7  30713       1.5634     0.040341    2.2204e-16       1.5634
_SET1_   84993        15   74728318   74788545     72       7  31844       2.0019     0.010442    4.4409e-16       2.0019
_SET1_   25989        15   75118459   75170552     77      14  31786      -1.0694      0.77383    2.2204e-16      -1.0694
_SET1_   192683       15   75252876   75323836    146      10  31615     -0.27973      0.49117    2.7756e-16     -0.27973
_SET1_   123591       15   76317299   76507304    272      29  31443    -0.003739      0.37076    2.6932e-16    -0.003739
_SET1_   84894        15   77895369   78023490    208      16  31450       1.9987     0.010118    2.2204e-16       1.9987
_SET1_   5923         15   79242289   79418215    214      35  31654      -1.6725      0.91246    2.2204e-16      -1.6725
_SET1_   8120         15   83318033   83413660     65       9  33090    0.0024709      0.32044    2.6932e-16    0.0024709
_SET1_   79705        15  101424460  101620317    385      33  29476      0.84008      0.15432    2.2204e-16      0.84008
_SET1_   101927751    15  101447587  101494437     83      11  30467       2.6397    0.0024301    4.4409e-16       2.6397
_SET1_   79622        16      68829     117669     49       5  31492      -1.3678      0.86483    2.2204e-16      -1.3678
_SET1_   398          16     295606     343003    125      17  31530     -0.37205       0.5299    2.7756e-16     -0.37205
_SET1_   9028         16     690666     738268     53       3  31608       -1.324      0.85593    2.2204e-16       -1.324
_SET1_   10273        16     695115     742768     58       3  31648      -1.1554      0.81347    2.2204e-16      -1.1554
_SET1_   113000       16     824974     873383    155      16  31494    -0.051917      0.39997    2.7062e-16    -0.051917
_SET1_   9143         16    2004946    2054276    100      10  31265        2.913   0.00074516    4.4409e-16        2.913
_SET1_   57524        16    2217184    2281479     44       4  31438      0.80521      0.14754    2.2204e-16      0.80521
_SET1_   283871       16    2251603    2299822     30       5  30891      0.18571      0.34723    2.7756e-16      0.18571
_SET1_   10921        16    2293100    2353413     18       2  31335      0.40578      0.25208    2.7756e-16      0.40578
_SET1_   3163         16    4489719    4570348     86       2  47467        2.432   0.00079417    4.4409e-16        2.432
_SET1_   79641        16    4836963    4887951     57       5  30859      0.17474      0.35475    2.7756e-16      0.17474
_SET1_   5493         16    4922508    5022136     86      11  31026       1.5587     0.036919    2.2204e-16       1.5587
_SET1_   54715        16    5254469    7773342   7401     429  31556       1.6521    0.0057537    2.2204e-16       1.6521
_SET1_   2903         16    9837265   10311611    838      35  31352       1.9173     0.005111    2.2204e-16       1.9173
_SET1_   1428         16   21259839   21349404     96       9  31268       2.0854    0.0094411    4.4409e-16       2.0854
_SET1_   5579         16   23812300   24241932    603      51  31105      -0.8874       0.6725    2.2204e-16      -0.8874
_SET1_   10368        16   24231874   24383737    278      43  31615       1.2484     0.057298    2.2204e-16       1.2484
_SET1_   26470        16   29872480   29945585     59       4  39348      0.26903     0.061188    2.7756e-16      0.26903
_SET1_   253982       16   29877147   29941181     57       4  38689      0.31934     0.066807    2.7756e-16      0.31934
_SET1_   9344         16   29950188   30013583     49       2  46696       1.7506    0.0066049    2.2204e-16       1.7506
_SET1_   83723        16   30025748   30099338     54       3  36805       1.1408     0.020298    2.2204e-16       1.1408
_SET1_   79759        16   31062164   31120641     39       1  31844     -0.20784      0.47516    2.7756e-16     -0.20784
_SET1_   94160        16   48106884   48215681      8       3  30288    -0.085847      0.45882    2.6368e-16    -0.085847
_SET1_   65009        16   58462549   58557523    128      27  30855      0.11735      0.37001    2.6368e-16      0.11735
_SET1_   1006         16   61671169   62105939    697      42  31545       2.0182    0.0047368    4.4409e-16       2.0182
_SET1_   50855        16   67659851   67706681     12       2  30261     0.052143      0.43562    2.7062e-16     0.052143
_SET1_   55512        16   68382230   68517409    113      10  31903      0.24836      0.27824    2.7756e-16      0.24836
_SET1_   84937        16   74997915   75154892    202      16  31700     -0.15118      0.42259    2.7756e-16     -0.15118
_SET1_   9605         16   89763541   89822398    156       4  31803      0.51958      0.20293    2.2204e-16      0.51958
_SET1_   84501        16   89859883   89947727    127       3  31723      0.34243      0.26586    2.7756e-16      0.34243
_SET1_   79007        16   90061279   90120937    135      10  31692      -1.1891      0.80937    2.2204e-16      -1.1891
_SET1_   84461        17    7208947    7267644     63       9  31197        1.166     0.079109    2.2204e-16        1.166
_SET1_   9196         17    7815177    7868180     64       5  30045       2.2083    0.0099473    4.4409e-16       2.2083
_SET1_   4628         17    8367523    8569094    219      13  31473       1.4801     0.036473    2.2204e-16       1.4801
_SET1_   9912         17   12657829   12904960    526      45  31790       0.8826     0.085769    2.2204e-16       0.8826
_SET1_   1352         17   13937719   14121996    346      25  31713      -2.5663      0.98449    4.4409e-16      -2.5663
_SET1_   10743        17   17549787   17724767    152      16  31582     -0.64327      0.62972    2.2204e-16     -0.64327
_SET1_   7732         17   19279491   19330589     99       7  31869       1.5672     0.029152    2.2204e-16       1.5672
_SET1_   124925       17   27271923   27368458     46       9  30526      -1.4563      0.89828    2.2204e-16      -1.4563
_SET1_   84940        17   27931774   27984926      3       1  31844       1.9648    0.0099539    2.2204e-16       1.9648
_SET1_   440435       17   36471493   36534693     14       2  31155      0.35717      0.27164    2.7756e-16      0.35717
_SET1_   57125        17   37209556   37343946    333      30  31590     0.059682      0.33019    2.7062e-16     0.059682
_SET1_   782          17   37319709   37388956     46       8  31360       1.7648     0.020885    2.2204e-16       1.7648
_SET1_   84961        17   37398897   37593530    223       5  31729        1.137     0.069311    2.2204e-16        1.137
_SET1_   115024       17   39971334   40027523    101       3  31844     -0.19919      0.45947    2.7756e-16     -0.19919
_SET1_   8506         17   40799632   40862011     25       4  31799      0.64407      0.17069    2.2204e-16      0.64407
_SET1_   56970        17   42259173   42310747     23       4  31741       1.8804      0.01389    2.2204e-16       1.8804
_SET1_   10900        17   42350786   42406039     50       9  31669     -0.47784      0.57178    2.7756e-16     -0.47784
_SET1_   4185         17   42801405   42869214     84       9  31668     -0.22255      0.46643    2.7756e-16     -0.22255
_SET1_   1394         17   43662710   43923194     17       3  31844      0.12343      0.32339    2.6368e-16      0.12343
_SET1_   114804       17   74128534   74271448    180      18  31192       1.4169     0.045226    2.2204e-16       1.4169
_SET1_   146713       17   77075427   77547230   1077     140  31633     -0.19521      0.30424    2.7756e-16     -0.19521
_SET1_   5881         17   79954532   80002080     85      10  31685      0.54562      0.19607    2.2204e-16      0.54562
_SET1_   9229         18    3486030    4490310   1744     194  31595     -0.30356      0.26838    2.7756e-16     -0.30356
_SET1_   23255        18    8670659    8842776    407      50  31652     -0.78083      0.65324    2.2204e-16     -0.78083
_SET1_   80206        18   33842677   34370019    791      61  31451     -0.74661      0.56894    2.2204e-16     -0.74661
_SET1_   56853        18   34813003   35181000    511      66  31686     -0.30449      0.45644    2.7756e-16     -0.30449
_SET1_   26040        18   42223849   42658475    505      46  31515       0.9483     0.083083    2.2204e-16       0.9483
_SET1_   29906        18   44249081   44372039    261      36  31311     -0.95675      0.74433    2.2204e-16     -0.95675
_SET1_   1630         18   49831542   51072273   2852      89  31777       2.5247   0.00029309    4.4409e-16       2.5247
_SET1_   81832        18   70399549   70569828    420      42  30971      0.59764      0.17582    2.2204e-16      0.59764
_SET1_   5434         19    1076578    1130391     92      15  31661      -1.0325      0.76855    2.2204e-16      -1.0325
_SET1_   513          19    1206749    1254824     20       2  31844      -0.2587      0.48439    2.7756e-16      -0.2587
_SET1_   148252       19    2704565    2756390     72       5  37085       2.0392    0.0013911    4.4409e-16       2.0392
_SET1_   4145         19    3767967    3836810     77      17  29436      0.41031      0.31755    2.7756e-16      0.41031
_SET1_   85300        19    3845618    3938080    117      21  29514      0.17986       0.3981    2.7756e-16      0.17986
_SET1_   5605         19    4080319    4159126     35       6  31177     -0.63699      0.65002    2.2204e-16     -0.63699
_SET1_   170961       19    4147665    4234811     76      12  31583       1.2791     0.058787    2.2204e-16       1.2791
_SET1_   79187        19    4269591    4333843     97      18  31284       2.1145    0.0087602    4.4409e-16       2.1145
_SET1_   5802         19    5195514    5375814    233      39  31233    -0.097459      0.42927    2.6368e-16    -0.097459
_SET1_   374875       19    5645776    5698534     62       4  31388      0.06698      0.39421    2.6368e-16      0.06698
_SET1_   57662        19    7625774    7693196    120      21  31633      -2.2054      0.97168    4.4409e-16      -2.2054
_SET1_   80164        19    7923605    7974326     55      10  31013        1.768     0.022721    2.2204e-16        1.768
_SET1_   5300         19    9910883    9970365     65       9  31557       1.0542     0.088832    2.2204e-16       1.0542
_SET1_   51073        19   10327640   10380736     77      13  31663      0.92273      0.10971    2.2204e-16      0.92273
_SET1_   112812       19   10410887   10462241     98      11  31825       1.3613     0.045627    2.2204e-16       1.3613
_SET1_   1032         19   10667138   10714655     95      10  31744    -0.075509      0.40665    2.6368e-16    -0.075509
_SET1_   7001         19   12897634   12947724     22       4  30964      0.19783      0.33334    2.7756e-16      0.19783
_SET1_   773          19   13307256   13652274    509      64  31659     -0.18631      0.41074    2.7756e-16     -0.18631
_SET1_   22859        19   14248549   14351997     23       1  31348       2.5415    0.0028525    4.4409e-16       2.5415
_SET1_   6511         19   15050845   15156455    337      27  31765      0.56042      0.16774    2.2204e-16      0.56042
_SET1_   79041        19   16736938   16809830     30       3  31657       2.0125     0.010786    4.4409e-16       2.0125
_SET1_   23025        19   17702137   17834123     92      15  31740      0.80624      0.13259    2.2204e-16      0.80624
_SET1_   3780         19   18027111   18120133    119      15  31740     0.018491      0.36974    2.7062e-16     0.018491
_SET1_   5864         19   18297609   18349874     80      11  31791     -0.18209      0.44516    2.7756e-16     -0.18209
_SET1_   25804        19   18407040   18469001     54       9  31728      0.32033      0.26729    2.7756e-16      0.32033
_SET1_   53822        19   35599154   35655205     89      10  31233     -0.53332      0.61267    2.2204e-16     -0.53332
_SET1_   148014       19   40711965   40759306     43       6  31798      -1.5911      0.89977    2.2204e-16      -1.5911
_SET1_   57731        19   40938050   41092365    127      23  31587      -1.0671      0.77795    2.2204e-16      -1.0671
_SET1_   478          19   42460628   42533428      9       4  31366      0.61237      0.17732    2.2204e-16      0.61237
_SET1_   126298       19   44078519   44135287     74      12  31783       2.2123    0.0057132    4.4409e-16       2.2123
_SET1_   1209         19   45422842   45506604    105       6  31756      0.56481      0.19596    2.2204e-16      0.56481
_SET1_   6253         19   45978546   46035313    110      15  31417     -0.36966      0.53662    2.7756e-16     -0.36966
_SET1_   1762         19   46276205   46331060    101      10  31551      0.16843      0.32254    2.7756e-16      0.16843
_SET1_   339344       19   46383281   46440862    163      20  31737      0.98164      0.09571    2.2204e-16      0.98164
_SET1_   5536         19   46815251   46906238    154      22  30970      -1.2687      0.84868    2.2204e-16      -1.2687
_SET1_   57469        19   46984448   47034169    113      17  31526       2.8077   0.00098032    4.4409e-16       2.8077
_SET1_   29888        19   47212768   47285251    118      15  30872     -0.88161      0.74548    2.2204e-16     -0.88161
_SET1_   56848        19   49087548   49143974     89      15  31723      0.64911      0.16998    2.2204e-16      0.64911
_SET1_   1628         19   49123817   49175639     36       6  31022      0.61394      0.19979    2.2204e-16      0.61394
_SET1_   8541         19   49587646   49664287    102      10  31534       0.8251      0.13173    2.2204e-16       0.8251
_SET1_   126129       19   50159363   50226988     85      14  32067       2.9793   0.00042771    4.4409e-16       2.9793
_SET1_   84258        19   51115234   51178092     38       7  31764     -0.53136      0.58298    2.2204e-16     -0.53136
_SET1_   402665       19   51780102   51844102     97      11  30647      0.72461      0.18259    2.2204e-16      0.72461
_SET1_   112724       19   55545684   55615914    185      22  31785      0.28229      0.26679    2.7756e-16      0.28229
_SET1_   6861         19   55672571   55726809    117       8  31790       1.4632      0.03754    2.2204e-16       1.4632
_SET1_   84446        19   55758440   55833930    107      13  31740      0.68026       0.1582    2.2204e-16      0.68026
_SET1_   23640        19   55763591   55826751     81      12  31710      0.12582      0.33013    2.7756e-16      0.12582
_SET1_   27338        19   55902650   55954325     47       6  31760      0.40255      0.23886    2.7756e-16      0.40255
_SET1_   729956       19   55930105   55989230     18       3  31725      -1.0552      0.76894    2.2204e-16      -1.0552
_SET1_   29903        19   56123934   56174527     40       5  31832      0.19216      0.31052    2.7756e-16      0.19216
_SET1_   9762         20    3133263    3189238     78      10  31631     -0.99652      0.76083    2.2204e-16     -0.99652
_SET1_   25876        20    3748151    3797113     41       8  31672      -1.1998       0.8176    2.2204e-16      -1.1998
_SET1_   146          20    4191278    4264659    188      20  31812       1.9904    0.0097532    2.2204e-16       1.9904
_SET1_   23236        20    8077912    8875547   1268     119  31757      0.10696        0.172    2.6368e-16      0.10696
_SET1_   79953        20   24414835   24657253    302      30  31525     -0.07645      0.39061    2.6368e-16     -0.07645
_SET1_   2686         20   33422523   33495661     95       7  31729      0.48234      0.21751    2.7756e-16      0.48234
_SET1_   22839        20   34960444   35167040     84       8  31729      -1.3289      0.84982    2.2204e-16      -1.3289
_SET1_   57446        20   35270169   35409541     14       3  29853      0.74477      0.19164    2.2204e-16      0.74477
_SET1_   4826         20   36114607   36162092     28       3  30710     -0.31773      0.55013    2.7756e-16     -0.31773
_SET1_   11122        20   40691392   41853557   2041     162  31492       2.7385   0.00013776    4.4409e-16       2.7385
_SET1_   79183        20   43069526   43133244     64       8  31767     -0.62918      0.62385    2.2204e-16     -0.62918
_SET1_   57468        20   44615329   44698789    179      16  31648       -2.541      0.98634    4.4409e-16       -2.541
_SET1_   3745         20   47978505   48134181    261      24  34301      0.63862     0.094635    2.2204e-16      0.63862
_SET1_   81928        20   60953686   61017339     87      12  31679      -2.3119      0.97792    4.4409e-16      -2.3119
_SET1_   1917         20   62109365   62165668    178      20  31812     -0.18465      0.43539    2.7756e-16     -0.18465
_SET1_   7226         21   45735046   45872964     84      12  30933     -0.43985      0.58429    2.7756e-16     -0.43985
_SET1_   27439        22   17587189   17637257    111      17  31455      0.72199      0.15703    2.2204e-16      0.72199
_SET1_   29801        22   20084364   20145530    106       6  31715       1.0972     0.079881    2.2204e-16       1.0972
_SET1_   65078        22   20218938   20290816     48       9  31487      0.03651      0.37192    2.7062e-16      0.03651
_SET1_   6545         22   21372995   21422163     60       9  31722      -1.6525      0.91238    2.2204e-16      -1.6525
_SET1_   66035        22   24164059   24237738    217      24  30846     -0.95952      0.76065    2.2204e-16     -0.95952
_SET1_   200312       22   30764801   30818302    106      11  31713     -0.39957      0.53574    2.7756e-16     -0.39957
_SET1_   23762        22   31054769   31313811    381      32  31224     -0.41536      0.52143    2.7756e-16     -0.41536
_SET1_   27124        22   31483893   31540683     82      14  31413      0.88287      0.12311    2.2204e-16      0.88287
_SET1_   9215         22   33658509   34351464   1093     101  30878     -0.89507      0.60731    2.2204e-16     -0.89507
_SET1_   23543        22   36124783   36459679    219      10  31408       0.1821      0.30834    2.7756e-16       0.1821
_SET1_   10369        22   36946916   37133690    173      25  31658       0.1557       0.3201    2.7756e-16       0.1557
_SET1_   57026        22   38019737   38072939     51       4  31822      0.31634      0.26859    2.7756e-16      0.31634
_SET1_   1454         22   38676697   38749089     35       7  31572     -0.35844      0.52218    2.7756e-16     -0.35844
_SET1_   9145         22   39710954   39791593    118      16  31791     -0.85687      0.70382    2.2204e-16     -0.85687
_SET1_   2847         22   41040182   41088818     41       3  38720    -0.083843      0.13545    2.6368e-16    -0.083843
_SET1_   27349        22   43518212   43574403     46       7  29612      -1.5688      0.93238    2.2204e-16      -1.5688
_SET1_   758          22   43772202   43913688    324      34  31664       1.3376      0.04285    2.2204e-16       1.3376
_SET1_   25830        22   44210387   44293378    119       6  31793     -0.15744      0.43774    2.7756e-16     -0.15744
_SET1_   56666        22   50574160   50628724    163      16  31589       2.3523    0.0038194    4.4409e-16       2.3523
_SET1_   23542        22   51004131   51059979    124      13  31164       -1.149      0.81563    2.2204e-16       -1.149
