# ALPHA = 0.05
# NUMBER_OF_TESTS = 4

# _SET1_  VARIABLE = Postnatal_Negative (set)
# _SET1_  NGENES = 541
# _SET1_  P-VALUE = 0.00133967
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   282974       10  133986038  134180377    886      86  23436       2.6876    0.0011464    4.4409e-16       2.6876
_SET1_   54777        10  134611896  134791089    750      41  25240      -1.8817       0.9331    2.2204e-16      -1.8817
_SET1_   84435        10  134849433  134955179    435      61  25482     -0.33774       0.5213    3.3307e-16     -0.33774
_SET1_   85442        10  134938971  135049916    495      30  26830      0.89377      0.11227    3.3307e-16      0.89377
_SET1_   503542       10  135224170  135273623    178      18  27377     -0.15876      0.44829    3.0531e-16     -0.15876
_SET1_   51286        11     777110     825126    163      28  25203     -0.38642      0.55342    3.3307e-16     -0.38642
_SET1_   9024         11    1376129    1493919    634      52  24638      0.59348      0.17945    3.3307e-16      0.59348
_SET1_   887          11    6245841    6303363    159      29  24186      -1.4736      0.89104    2.2204e-16      -1.4736
_SET1_   322          11    6406355    6475644    170      43  22999     -0.64722      0.66495    3.3307e-16     -0.64722
_SET1_   10612        11    6459843    6530689    169      24  27141       -2.845      0.99438    4.4409e-16       -2.845
_SET1_   144125       11    6771248    6817245    237      25  29366      -0.8016      0.66996    3.3307e-16      -0.8016
_SET1_   338755       11    6779238    6825188    221      23  29562     -0.87536       0.6925    3.3307e-16     -0.87536
_SET1_   8590         11    6805756    6852139    168      16  29204      -1.0953      0.77319    2.2204e-16      -1.0953
_SET1_   341276       11    6855986    6901897    306      12  30166      -1.6775       0.9033    2.2204e-16      -1.6775
_SET1_   120776       11    6902805    6948731    242      14  29197    -0.028836      0.38487    3.1919e-16    -0.028836
_SET1_   374383       11   17338279   17408868    195      21  25308      0.39802      0.26106    3.3307e-16      0.39802
_SET1_   6833         11   17404432   17533449    535      66  25762     -0.50021      0.57302    3.3307e-16     -0.50021
_SET1_   4745         11   20656117   21607232   3645     268  27931       1.1903     0.019355    2.2204e-16       1.1903
_SET1_   55346        11   33025963   33105109    359      10  29192       1.0399     0.083097    2.2204e-16       1.0399
_SET1_   25758        11   33528877   33705648    391      33  26893     -0.87187      0.71301    3.3307e-16     -0.87187
_SET1_   57689        11   40125524   41516186   3979     179  26388     -0.37995      0.32847    3.3307e-16     -0.37995
_SET1_   56981        11   45080564   45266675    451      51  24994       1.4618     0.039091    2.2204e-16       1.4618
_SET1_   57586        11   45251853   45342884    268      15  24415       1.4364     0.046788    2.2204e-16       1.4364
_SET1_   8525         11   46319455   46412104    147      26  29514       2.7754   0.00081404    4.4409e-16       2.7754
_SET1_   9066         11   61271188   61383523    165      39  18569      -0.8916      0.74671    3.3307e-16      -0.8916
_SET1_   747          11   61412905   61524474    225      29  26188      0.32751      0.27185    3.3307e-16      0.32751
_SET1_   2785         11   62440066   62486678     87      14  26468       1.1339     0.078215    2.2204e-16       1.1339
_SET1_   1128         11   62666151   62724012    114      26  25824       2.2355    0.0061716    4.4409e-16       2.2355
_SET1_   283248       11   63668693   63719407    106      17  26196       1.3284     0.060993    2.2204e-16       1.3284
_SET1_   55611        11   63718325   63775892    179      19  27293      0.44111      0.23366    3.3307e-16      0.44111
_SET1_   64837        11   65989765   66045332     92      17  25499       1.5942     0.032678    2.2204e-16       1.5942
_SET1_   246330       11   66198798   66254808     82      15  24150      0.43044      0.25636    3.3307e-16      0.43044
_SET1_   6712         11   66439967   66531716    111      31  24386       1.0166      0.10443    2.2204e-16       1.0166
_SET1_   91683        11   66755190   66828334    127      28  25163     -0.34622      0.53574    3.3307e-16     -0.34622
_SET1_   338692       11   67021762   67079955    105      20  25815     -0.48567       0.5936    3.3307e-16     -0.48567
_SET1_   9600         11   67249231   67307843    102      21  26495      -1.7587      0.92934    2.2204e-16      -1.7587
_SET1_   91703        11   67400026   67453130    241      35  23768      0.54376      0.21634    3.3307e-16      0.54376
_SET1_   5138         11   72277184   72420497    415      31  28323      0.50795       0.1918    3.3307e-16      0.50795
_SET1_   4135         11   75287959   75414479    351      28  28396     -0.28139      0.46541    3.3307e-16     -0.28139
_SET1_   100506127    11   76057307   76135663    246      40  27960     -0.40588      0.52631    3.3307e-16     -0.40588
_SET1_   10873        11   86142150   86418678   1091      47  25392      0.63227      0.13851    3.3307e-16      0.63227
_SET1_   55531        11  107426817  107547505    368      41  27457     -0.55764      0.58865    3.3307e-16     -0.55764
_SET1_   399947       11  109257570  109309893     68      19  28486      0.28081      0.26669    3.3307e-16      0.28081
_SET1_   64137        11  118984750  119043375    199      18  27246     0.085118       0.3429    3.1919e-16     0.085118
_SET1_   7070         11  119278655  119329246    134      12  27002      -1.4322      0.87479    2.2204e-16      -1.4322
_SET1_   57476        11  123290191  123508478    724     101  25983       2.7668   0.00090223    4.4409e-16       2.7668
_SET1_   63876        11  124999559  125313285   1012     109  26300     -0.45208       0.5117    3.3307e-16     -0.45208
_SET1_   55572        11  126103935  126158027    139      22  25300       1.3764     0.050726    2.2204e-16       1.3764
_SET1_   4978         11  132274875  133437403   3824     306  27547      0.71426     0.056317    3.3307e-16      0.71426
_SET1_   440073       12     141049     297626    665      79  27246      0.35666       0.2292    3.3307e-16      0.35666
_SET1_   654429       12    1894433    1955919    210      47  25676     -0.37865       0.5457    3.3307e-16     -0.37865
_SET1_   9746         12    7246681    7321541    256      26  26458     -0.46724      0.56716    3.3307e-16     -0.46724
_SET1_   5213         12   48464656   48550187    295      21  21436     -0.32671      0.53692    3.3307e-16     -0.32671
_SET1_   387856       12   48542366   48589709    161      20  21811      -0.1804      0.48641    3.0531e-16      -0.1804
_SET1_   784          12   49173215   49232726    106      17  22847       1.7569     0.024235    2.2204e-16       1.7569
_SET1_   23416        12   49897834   49962091     96      13  20632     -0.78479       0.7526    3.3307e-16     -0.78479
_SET1_   9498         12   51750101   51919547    465      44  27976     -0.90292       0.7043    3.3307e-16     -0.90292
_SET1_   6334         12   51949050   52216648    526      38  25685      -2.5957      0.98784    4.4409e-16      -2.5957
_SET1_   3852         12   52898359   52949328    247      30  28433      -1.0229      0.75524    2.2204e-16      -1.0229
_SET1_   140465       12   56511040   56561771     91      16  20035    -0.082911      0.48618    3.1919e-16    -0.082911
_SET1_   196403       12   57963110   58013585    124      22  26204      0.64418        0.178    3.3307e-16      0.64418
_SET1_   115557       12   57968963   58021028    144      26  23414      0.71958      0.17162    3.3307e-16      0.71958
_SET1_   23329        12   65183352   65284802    113      20  23779      -1.5864      0.91251    2.2204e-16      -1.5864
_SET1_   29953        12   72631314   73069422    996      43  26173       1.6903     0.016886    2.2204e-16       1.6903
_SET1_   3747         12   75423858   75638584    541      39  28071     -0.28933      0.45789    3.3307e-16     -0.28933
_SET1_   6857         12   79222773   79855788   1619      88  27016       0.7502     0.086921    3.3307e-16       0.7502
_SET1_   196472       12  100006528  100053892    147      25  24656     -0.49565      0.60614    3.3307e-16     -0.49565
_SET1_   9891         12  106447125  106568811    378      44  28066     -0.18669      0.42886    3.0531e-16     -0.18669
_SET1_   55530        12  109294658  109407453    274      28  27282     -0.38135      0.53342    3.3307e-16     -0.38135
_SET1_   22895        12  113194343  113346686    333      46  26742     -0.20875      0.45902    3.0531e-16     -0.20875
_SET1_   84934        12  113588342  113640169    135      13  26832     -0.29577      0.49998    3.3307e-16     -0.29577
_SET1_   84900        12  117141096  117301436    512      40  26588       0.1147      0.31666    3.1919e-16       0.1147
_SET1_   84530        12  119384300  119610856    945      95  26417     -0.14387      0.38754    3.0531e-16     -0.14387
_SET1_   9478         12  121043422  121115129    243      31  26009        1.818     0.018217    2.2204e-16        1.818
_SET1_   64897        12  121430835  121489300    215      25  24233        3.324   0.00018495    4.4409e-16        3.324
_SET1_   10645        12  121665495  121771111    346      47  25387       0.9621      0.10479    3.3307e-16       0.9621
_SET1_   23457        12  123395498  123486056    174      22  21480        4.644   6.7178e-07             0        4.644
_SET1_   114795       12  125776162  126156915   1223     141  26368     -0.30747      0.44091    3.3307e-16     -0.30747
_SET1_   144423       12  129302985  129479513    775      87  28930      0.30481      0.22401    3.3307e-16      0.30481
_SET1_   51761        13   25911209   26609989   2452     123  24152     -0.18793      0.28585    3.0531e-16     -0.18793
_SET1_   23281        13   29359485   30090084   2584     144  28235      -1.4275      0.71202    2.2204e-16      -1.4275
_SET1_   10129        13   32570269   32880794    932     103  26946       3.2643   0.00011355    4.4409e-16       3.2643
_SET1_   26960        13   35481424   36256874   1851      69  23698      -1.5313      0.81761    2.2204e-16      -1.5313
_SET1_   9201         13   36332789   36740514   1411      98  28248       1.4952     0.019016    2.2204e-16       1.4952
_SET1_   23077        13   77608792   77936177    698      35  27484    -0.042055      0.34861    3.1919e-16    -0.042055
_SET1_   728215       13  107810879  108554460   2806     226  27514     -0.75754      0.46042    3.3307e-16     -0.75754
_SET1_   161357       14   47298826   48179157   2720      88  27973     -0.46769       0.3218    3.3307e-16     -0.46769
_SET1_   6252         14   60052694   60372557    881      41  27185       2.2425    0.0035284    4.4409e-16       2.2425
_SET1_   376267       14   65402532   65474016    201      34  23901       1.0833     0.093352    2.2204e-16       1.0833
_SET1_   145226       14   68133603   68211168    239      24  26663      0.69601      0.16017    3.3307e-16      0.69601
_SET1_   6547         14   70500934   70690787    746      63  22278      -1.0192      0.75503    2.2204e-16      -1.0192
_SET1_   4293         14   71179243   71310912    467      31  27649     -0.67731      0.62059    3.3307e-16     -0.67731
_SET1_   9870         14   75117955   75214807    191      24  27256      -1.2952      0.83658    2.2204e-16      -1.2952
_SET1_   83694        14   75360657   75424985    169      22  22716      0.33023       0.2924    3.3307e-16      0.33023
_SET1_   9369         14   78601716   80344633   5617     276  27367       2.0285    0.0019351    4.4409e-16       2.0285
_SET1_   57578        14   93764565   94184222    980      34  27455       2.0191    0.0059215    4.4409e-16       2.0191
_SET1_   51466        14  100450719  100620573    507      30  24544       1.1154     0.077549    2.2204e-16       1.1154
_SET1_   5891         14  102680834  102806537    274      18  25814     -0.15223      0.45047    3.0531e-16     -0.15223
_SET1_   1152         14  103975995  104024196    185      25  27696       2.2225       0.0055    4.4409e-16       2.2225
_SET1_   3831         14  104060525  104177888    490      22  27246       2.2083    0.0049035    4.4409e-16       2.2083
_SET1_   23368        14  104190088  104350116    483      25  34423       2.1452    0.0026009    4.4409e-16       2.1452
_SET1_   388021       14  105049330  105106097    195      21  28011     0.020714      0.36921    3.1919e-16     0.020714
_SET1_   283638       14  105296650  105373107    299      17  26594      -1.2792      0.83328    2.2204e-16      -1.2792
_SET1_   2567         15   27181429   27788373   2101     189  27080     -0.70692      0.50505    3.3307e-16     -0.70692
_SET1_   321          15   29176570   29420518    805      46  29147       1.5854     0.019648    2.2204e-16       1.5854
_SET1_   254531       15   34641089   34694397    120      26  27404     -0.93304      0.74065    3.3307e-16     -0.93304
_SET1_   85455        15   40615434   40673256    176      38  28112       2.0052    0.0095112    4.4409e-16       2.0052
_SET1_   10681        15   52403123   52518565    438      26  27518      0.15597      0.29831    3.0531e-16      0.15597
_SET1_   4644         15   52589480   52856247   1174      27  24823      0.39561      0.18863    3.3307e-16      0.39561
_SET1_   388135       15   74017772   74080495    198      28  24689       1.5402     0.037798    2.2204e-16       1.5402
_SET1_   84993        15   74728318   74788545    152      12  26291       2.2964    0.0057111    4.4409e-16       2.2964
_SET1_   25989        15   75118459   75170552    119      25  25780     -0.93637      0.74945    3.3307e-16     -0.93637
_SET1_   192683       15   75252876   75323836    217      20  28066     -0.35302      0.51816    3.3307e-16     -0.35302
_SET1_   123591       15   76317299   76507304    459      56  26702    -0.065432      0.39499    3.1919e-16    -0.065432
_SET1_   84894        15   77895369   78023490    391      33  28121       1.7838     0.015362    2.2204e-16       1.7838
_SET1_   5923         15   79242289   79418215    493      81  26757      -1.7857      0.92757    2.2204e-16      -1.7857
_SET1_   8120         15   83318033   83413660    180      28  28809       0.7308      0.13972    3.3307e-16       0.7308
_SET1_   79705        15  101424460  101620317    895      56  22419     -0.17551      0.42764    3.0531e-16     -0.17551
_SET1_   101927751    15  101447587  101494437    179      28  24167        2.103    0.0095703    4.4409e-16        2.103
_SET1_   79622        16      68829     117669    136      16  26377      -1.4528      0.87948    2.2204e-16      -1.4528
_SET1_   398          16     295606     343003    228      39  27471     -0.35368      0.51363    3.3307e-16     -0.35368
_SET1_   9028         16     690666     738268    170      19  24743     -0.99837       0.7718    3.3307e-16     -0.99837
_SET1_   10273        16     695115     742768    165      19  25086     -0.86269      0.72706    3.3307e-16     -0.86269
_SET1_   113000       16     824974     873383    323      37  27355      0.63183      0.16529    3.3307e-16      0.63183
_SET1_   9143         16    2004946    2054276    218      27  26021       2.9671   0.00057605    4.4409e-16       2.9671
_SET1_   5310         16    2128709    2220899    146      76  16847        -1.25      0.85684    2.2204e-16        -1.25
_SET1_   25837        16    2163145    2214141     55      34  15653      -1.3912      0.88254    2.2204e-16      -1.3912
_SET1_   57524        16    2217184    2281479    151      24  25083       0.3555       0.2792    3.3307e-16       0.3555
_SET1_   283871       16    2251603    2299822    127      22  27436     -0.11369      0.42927    3.1919e-16     -0.11369
_SET1_   10921        16    2293100    2353413    122      18  24936       1.6903     0.026949    2.2204e-16       1.6903
_SET1_   3163         16    4489719    4570348    189      14  26860       2.7129    0.0013561    4.4409e-16       2.7129
_SET1_   79641        16    4836963    4887951    152      22  18619      0.39659       0.2652    3.3307e-16      0.39659
_SET1_   5493         16    4922508    5022136    494      50  24360       1.3755     0.047761    2.2204e-16       1.3755
_SET1_   54715        16    5254469    7773342  15579     673  27516       1.5227    0.0089008    2.2204e-16       1.5227
_SET1_   2903         16    9837265   10311611   1747      74  28788       2.0618    0.0027677    4.4409e-16       2.0618
_SET1_   1428         16   21259839   21349404    209      29  25045       1.6593     0.027105    2.2204e-16       1.6593
_SET1_   5579         16   23812300   24241932   1249     118  26113     0.091289      0.28752    3.1919e-16     0.091289
_SET1_   10368        16   24231874   24383737    540      73  27878       1.5539     0.027244    2.2204e-16       1.5539
_SET1_   26470        16   29872480   29945585    124      16  30014       1.2083     0.056921    2.2204e-16       1.2083
_SET1_   253982       16   29877147   29941181    116      15  29481       1.1569     0.065805    2.2204e-16       1.1569
_SET1_   9344         16   29950188   30013583    109      12  28523       2.0587    0.0086883    4.4409e-16       2.0587
_SET1_   83723        16   30025748   30099338    132      19  24062       1.5335     0.039196    2.2204e-16       1.5335
_SET1_   79759        16   31062164   31120641     94       9  23317    -0.025052      0.42909    3.1919e-16    -0.025052
_SET1_   94160        16   48106884   48215681    120      30  15269      -0.3731      0.61851    3.3307e-16      -0.3731
_SET1_   65009        16   58462549   58557523    317      64  27001    -0.039724      0.39058    3.1919e-16    -0.039724
_SET1_   1006         16   61671169   62105939   1207      68  25022       2.0208    0.0061505    4.4409e-16       2.0208
_SET1_   50855        16   67659851   67706681     57      20  21656     -0.57837      0.71517    3.3307e-16     -0.57837
_SET1_   55512        16   68382230   68517409    294      23  25170    -0.013191      0.39342    3.1919e-16    -0.013191
_SET1_   84937        16   74997915   75154892    399      31  26777    -0.027262      0.37654    3.1919e-16    -0.027262
_SET1_   9605         16   89763541   89822398    325      22  25084       0.4871      0.22211    3.3307e-16       0.4871
_SET1_   84501        16   89859883   89947727    372      20  22512      0.40777      0.25321    3.3307e-16      0.40777
_SET1_   79007        16   90061279   90120937    292      23  26686      -1.8861      0.94277    2.2204e-16      -1.8861
_SET1_   84461        17    7208947    7267644    147      33  27763      0.71234       0.1523    3.3307e-16      0.71234
_SET1_   9196         17    7815177    7868180    133      14  26951       2.0232     0.010095    4.4409e-16       2.0232
_SET1_   4628         17    8367523    8569094    403      38  25800       1.2946      0.05744    2.2204e-16       1.2946
_SET1_   9912         17   12657829   12904960   1096      75  26438      0.70933      0.11912    3.3307e-16      0.70933
_SET1_   1352         17   13937719   14121996    604      42  27189      -2.5771      0.98589    4.4409e-16      -2.5771
_SET1_   10743        17   17549787   17724767    390      43  22315     -0.75158      0.68942    3.3307e-16     -0.75158
_SET1_   7732         17   19279491   19330589    149      16  28242       1.8523     0.014107    2.2204e-16       1.8523
_SET1_   124925       17   27271923   27368458    170      38  23969     -0.60882      0.64466    3.3307e-16     -0.60882
_SET1_   84940        17   27931774   27984926     57      14  20164        2.101     0.010447    4.4409e-16        2.101
_SET1_   440435       17   36471493   36534693     93      19  25491      0.31052      0.28339    3.3307e-16      0.31052
_SET1_   57125        17   37209556   37343946    517      47  28936     -0.21322      0.41904    3.0531e-16     -0.21322
_SET1_   782          17   37319709   37388956    142      39  24632       2.0334     0.011327    4.4409e-16       2.0334
_SET1_   84961        17   37398897   37593530    437      16  25648        1.421     0.041231    2.2204e-16        1.421
_SET1_   115024       17   39971334   40027523    163       9  27634     -0.43411      0.54668    3.3307e-16     -0.43411
_SET1_   8506         17   40799632   40862011     90      10  26088     0.056205      0.39127    3.1919e-16     0.056205
_SET1_   56970        17   42259173   42310747     82      13  25459       1.6675     0.027199    2.2204e-16       1.6675
_SET1_   10900        17   42350786   42406039    150      25  27961      -1.0139      0.75193    2.2204e-16      -1.0139
_SET1_   4185         17   42801405   42869214    165      24  25543     -0.43141      0.56426    3.3307e-16     -0.43141
_SET1_   1394         17   43662710   43923194    353      68  20656      0.99156      0.11081    3.3307e-16      0.99156
_SET1_   114804       17   74128534   74271448    386      41  22666       1.6822     0.026241    2.2204e-16       1.6822
_SET1_   146713       17   77075427   77547230   2219     261  27595     -0.52023      0.41203    3.3307e-16     -0.52023
_SET1_   5881         17   79954532   80002080    142      23  24941      0.67038      0.17751    3.3307e-16      0.67038
_SET1_   9229         18    3486030    4490310   3659     343  27065     -0.87561      0.50893    3.3307e-16     -0.87561
_SET1_   23255        18    8670659    8842776    680      88  29307      -1.3562      0.82029    2.2204e-16      -1.3562
_SET1_   80206        18   33842677   34370019   1417     115  25207     -0.74672      0.60008    3.3307e-16     -0.74672
_SET1_   56853        18   34813003   35181000   1034     112  26486     -0.36867      0.47355    3.3307e-16     -0.36867
_SET1_   26040        18   42223849   42658475    963     109  24619       0.4516      0.20397    3.3307e-16       0.4516
_SET1_   29906        18   44249081   44372039    470      74  25721       -1.043       0.7703    2.2204e-16       -1.043
_SET1_   1630         18   49831542   51072273   5139     141  27045       2.6461   0.00022754    4.4409e-16       2.6461
_SET1_   81832        18   70399549   70569828    736      75  27586        1.069     0.070694    2.2204e-16        1.069
_SET1_   5434         19    1076578    1130391    262      37  26593      -1.5955      0.90506    2.2204e-16      -1.5955
_SET1_   513          19    1206749    1254824    152      26  27666      0.74597      0.14621    3.3307e-16      0.74597
_SET1_   148252       19    2704565    2756390    211      24  26479       2.8681   0.00089045    4.4409e-16       2.8681
_SET1_   4145         19    3767967    3836810    279      50  27484      0.68187      0.15912    3.3307e-16      0.68187
_SET1_   85300        19    3845618    3938080    341      59  26526     -0.46461      0.56209    3.3307e-16     -0.46461
_SET1_   5605         19    4080319    4159126    275      39  24747     -0.72732      0.67675    3.3307e-16     -0.72732
_SET1_   170961       19    4147665    4234811    327      52  26368       1.5472     0.033661    2.2204e-16       1.5472
_SET1_   79187        19    4269591    4333843    244      46  27791       1.7526     0.019127    2.2204e-16       1.7526
_SET1_   5802         19    5195514    5375814    665      91  25391      0.36338      0.24107    3.3307e-16      0.36338
_SET1_   374875       19    5645776    5698534    122      16  27452     -0.63584      0.64791    3.3307e-16     -0.63584
_SET1_   57662        19    7625774    7693196    302      42  25004      -1.9385      0.95246    2.2204e-16      -1.9385
_SET1_   80164        19    7923605    7974326    181      36  26301       3.4025   0.00011651    4.4409e-16       3.4025
_SET1_   5300         19    9910883    9970365    123      24  27713      0.81108      0.12805    3.3307e-16      0.81108
_SET1_   51073        19   10327640   10380736    149      28  28830      0.67554      0.15149    3.3307e-16      0.67554
_SET1_   112812       19   10410887   10462241    194      30  27006       1.6971     0.022315    2.2204e-16       1.6971
_SET1_   1032         19   10667138   10714655    185      23  28266      0.15135      0.31287    3.0531e-16      0.15135
_SET1_   7001         19   12897634   12947724    138      13  26294      0.47503      0.23273    3.3307e-16      0.47503
_SET1_   773          19   13307256   13652274   1332     150  28005      -1.2694      0.77309    2.2204e-16      -1.2694
_SET1_   22859        19   14248549   14351997    251      42  25467       2.0484     0.010081    4.4409e-16       2.0484
_SET1_   6511         19   15050845   15156455    620      47  29605      0.48806      0.17453    3.3307e-16      0.48806
_SET1_   79041        19   16736938   16809830    185      20  28383       2.1198    0.0069443    4.4409e-16       2.1198
_SET1_   23025        19   17702137   17834123    455      84  22650      0.52466      0.21812    3.3307e-16      0.52466
_SET1_   3780         19   18027111   18120133    255      35  26153     0.078301      0.36181    3.1919e-16     0.078301
_SET1_   5864         19   18297609   18349874    159      24  24869     -0.59111      0.63178    3.3307e-16     -0.59111
_SET1_   25804        19   18407040   18469001    194      32  23616      0.21084       0.3286    3.0531e-16      0.21084
_SET1_   53822        19   35599154   35655205    225      32  25618     -0.59042      0.62804    3.3307e-16     -0.59042
_SET1_   148014       19   40711965   40759306     79      16  25338      -1.3454      0.86386    2.2204e-16      -1.3454
_SET1_   57731        19   40938050   41092365    429      59  26654      -2.1584      0.96569    4.4409e-16      -2.1584
_SET1_   478          19   42460628   42533428     78      27  23463       1.7432     0.025053    2.2204e-16       1.7432
_SET1_   126298       19   44078519   44135287    129      23  28203       2.2003    0.0057339    4.4409e-16       2.2003
_SET1_   1209         19   45422842   45506604    271      19  28853     -0.25316      0.46315    3.3307e-16     -0.25316
_SET1_   6253         19   45978546   46035313    190      29  27609     -0.51223      0.58158    3.3307e-16     -0.51223
_SET1_   1762         19   46276205   46331060    167      19  28045     0.017962      0.36955    3.1919e-16     0.017962
_SET1_   339344       19   46383281   46440862    240      31  27686      0.92425      0.10877    3.3307e-16      0.92425
_SET1_   5536         19   46815251   46906238    265      38  26261      -1.6324       0.9105    2.2204e-16      -1.6324
_SET1_   57469        19   46984448   47034169    180      30  26647       2.9534    0.0006158    4.4409e-16       2.9534
_SET1_   29888        19   47212768   47285251    225      31  25574     -0.64568      0.64687    3.3307e-16     -0.64568
_SET1_   56848        19   49087548   49143974    181      33  25096      0.60359      0.19899    3.3307e-16      0.60359
_SET1_   1628         19   49123817   49175639    110      20  25879     0.093638      0.36671    3.1919e-16     0.093638
_SET1_   8541         19   49587646   49664287    223      30  26777      0.82556      0.12857    3.3307e-16      0.82556
_SET1_   126129       19   50159363   50226988    156      32  26985       2.9893   0.00049263    4.4409e-16       2.9893
_SET1_   84258        19   51115234   51178092    177      31  27348      -0.4324      0.54573    3.3307e-16      -0.4324
_SET1_   402665       19   51780102   51844102    189      25  27516      0.51378      0.20907    3.3307e-16      0.51378
_SET1_   112724       19   55545684   55615914    337      40  28718     -0.12991      0.40239    3.0531e-16     -0.12991
_SET1_   6861         19   55672571   55726809    244      28  24964       1.1623     0.077058    2.2204e-16       1.1623
_SET1_   84446        19   55758440   55833930    185      31  26443      0.69979      0.16015    3.3307e-16      0.69979
_SET1_   23640        19   55763591   55826751    144      29  25808      0.26998       0.2935    3.3307e-16      0.26998
_SET1_   27338        19   55902650   55954325    186      37  24521       -0.215      0.48855    3.0531e-16       -0.215
_SET1_   729956       19   55930105   55989230    189      38  25114     -0.89625      0.73782    3.3307e-16     -0.89625
_SET1_   29903        19   56123934   56174527    112      24  21401      0.52541      0.23483    3.3307e-16      0.52541
_SET1_   9762         20    3133263    3189238    166      28  24268     -0.72483      0.69316    3.3307e-16     -0.72483
_SET1_   25876        20    3748151    3797113    161      29  24589      -1.4633      0.89274    2.2204e-16      -1.4633
_SET1_   146          20    4191278    4264659    315      34  27962       2.1724    0.0059697    4.4409e-16       2.1724
_SET1_   23236        20    8077912    8875547   2620     207  26918     -0.75936      0.47498    3.3307e-16     -0.75936
_SET1_   79953        20   24414835   24657253    729      74  27489      -0.5884       0.5688    3.3307e-16      -0.5884
_SET1_   2686         20   33422523   33495661    144      13  26589      0.42471      0.24778    3.3307e-16      0.42471
_SET1_   22839        20   34960444   35167040    278      49  22770     -0.51936      0.61577    3.3307e-16     -0.51936
_SET1_   57446        20   35270169   35409541    135      45  17615       0.1133      0.36367    3.1919e-16       0.1133
_SET1_   4826         20   36114607   36162092    112      17  24513     -0.49441       0.6126    3.3307e-16     -0.49441
_SET1_   11122        20   40691392   41853557   3564     277  26336       2.3108   0.00080751    4.4409e-16       2.3108
_SET1_   79183        20   43069526   43133244    140      21  25701     -0.57929      0.63062    3.3307e-16     -0.57929
_SET1_   57468        20   44615329   44698789    278      27  25931      -1.9964      0.95527    2.2204e-16      -1.9964
_SET1_   3745         20   47978505   48134181    465      52  27953      0.89919      0.10102    3.3307e-16      0.89919
_SET1_   81928        20   60953686   61017339    274      32  23316     0.029787      0.39328    3.1919e-16     0.029787
_SET1_   1917         20   62109365   62165668    358      40  25313      -0.2024      0.46217    3.0531e-16      -0.2024
_SET1_   7226         21   45735046   45872964    573      34  26943     -0.51308      0.54953    3.3307e-16     -0.51308
_SET1_   27439        22   17587189   17637257    250      39  27867      0.55892      0.18663    3.3307e-16      0.55892
_SET1_   29801        22   20084364   20145530    217      20  28205       1.0771     0.076728    2.2204e-16       1.0771
_SET1_   65078        22   20218938   20290816    248      41  26321      -1.0594      0.77651    2.2204e-16      -1.0594
_SET1_   6545         22   21372995   21422163    182      37  26896      -1.3978      0.86566    2.2204e-16      -1.3978
_SET1_   66035        22   24164059   24237738    368      46  26249     -0.93725      0.73444    3.3307e-16     -0.93725
_SET1_   200312       22   30764801   30818302    160      22  26409     -0.16223      0.45371    3.0531e-16     -0.16223
_SET1_   23762        22   31054769   31313811    683      57  25791    -0.073156      0.38771    3.1919e-16    -0.073156
_SET1_   27124        22   31483893   31540683    184      35  21411      0.75979      0.16451    3.3307e-16      0.75979
_SET1_   9215         22   33658509   34351464   2292     197  26220     -0.37744      0.36436    3.3307e-16     -0.37744
_SET1_   23543        22   36124783   36459679    480      33  25537    0.0029878      0.37573    3.1876e-16    0.0029878
_SET1_   10369        22   36946916   37133690    506      68  25046      0.72109      0.15459    3.3307e-16      0.72109
_SET1_   57026        22   38019737   38072939    216      23  25107     -0.21712      0.48109    3.0531e-16     -0.21712
_SET1_   1454         22   38676697   38749089    185      54  25337      -0.4603      0.57956    3.3307e-16      -0.4603
_SET1_   9145         22   39710954   39791593    317      34  26036     -0.68365      0.65182    3.3307e-16     -0.68365
_SET1_   2847         22   41040182   41088818    114      19  26950      0.22484      0.30109    3.0531e-16      0.22484
_SET1_   27349        22   43518212   43574403    208      38  24317      -1.2559      0.84336    2.2204e-16      -1.2559
_SET1_   758          22   43772202   43913688    561      59  27026      0.91272     0.099274    3.3307e-16      0.91272
_SET1_   25830        22   44210387   44293378    326      20  25475     -0.31448      0.51117    3.3307e-16     -0.31448
_SET1_   56666        22   50574160   50628724    277      30  28223       2.3891    0.0030683    4.4409e-16       2.3891
_SET1_   23542        22   51004131   51059979    250      33  23673     -0.48103      0.59713    3.3307e-16     -0.48103
