# ALPHA = 0.05
# NUMBER_OF_TESTS = 4

# _SET1_  VARIABLE = Prenatal_Negative (set)
# _SET1_  NGENES = 1245
# _SET1_  P-VALUE = 0.0115612
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   345222        4    3215766    3283465    147       9  31630     -0.45835      0.56155    2.7756e-16     -0.45835
_SET1_   1816          4    9748258    9795633    132      15  31493      -1.3288      0.85009    2.2204e-16      -1.3288
_SET1_   9364          4   13333863   13520989     13       2  31679      -2.8059      0.99402    4.4409e-16      -2.8059
_SET1_   23231         4   25739049   25899647    188      33  31528      0.22806      0.30175    2.7756e-16      0.22806
_SET1_   60558         4   44645433   44712944    155       8  31822     -0.39243      0.52739    2.7756e-16     -0.39243
_SET1_   132789        4   44684190   44763651    160       7  31823    -0.040043       0.3887    2.7062e-16    -0.040043
_SET1_   6443          4   52875752   52939485     18       2  31817       2.9053   0.00067644    4.4409e-16       2.9053
_SET1_   100288413     4   53599684   53652807     98       7  31597      -1.0798      0.78383    2.2204e-16      -1.0798
_SET1_   65997         4   53693495   53743002    108       8  31309     -0.59346      0.62854    2.2204e-16     -0.59346
_SET1_   10874         4   56451396   56537465    129       8  31833     -0.02996      0.38489    2.7062e-16     -0.02996
_SET1_   84525         4   57504154   57582874    165      19  31660       1.0002     0.094347    2.2204e-16       1.0002
_SET1_   9407          4   68676594   68784716    136       9  31842      -1.6245       0.9035    2.2204e-16      -1.6245
_SET1_   57619         4   77321253   77714406    695      49  31618     -0.84898      0.61405    2.2204e-16     -0.84898
_SET1_   901           4   78043357   78101213     72      11  30920        1.005      0.11004    2.2204e-16        1.005
_SET1_   153020        4   82337547   82428082    101       9  31096     -0.58015       0.6309    2.2204e-16     -0.58015
_SET1_   58478         4   83316726   83392245    101      10  31771        1.259     0.056885    2.2204e-16        1.259
_SET1_   53343         4   88308728   88390606     90       7  31624       1.1967     0.068715    2.2204e-16       1.1967
_SET1_   56955         4   88707563   88777969    192      28  31754       1.2128     0.060993    2.2204e-16       1.2128
_SET1_   128           4   99982129  100044931     16       3  31720     -0.83234      0.69579    2.2204e-16     -0.83234
_SET1_   3015          4  100859242  100906512     35       5  31290      -1.1748      0.81921    2.2204e-16      -1.1748
_SET1_   1062          4  104016963  104154566    200       9  31677      -1.3053      0.83252    2.2204e-16      -1.3053
_SET1_   1950          4  110799040  110944118    351      21  31622      -1.5144      0.86621    2.2204e-16      -1.5144
_SET1_   817           4  114362188  114718669    657      39  31599     -0.83215      0.60795    2.2204e-16     -0.83215
_SET1_   4085          4  120970577  121023013     53       7  31095     -0.44701      0.58154    2.7756e-16     -0.44701
_SET1_   22824         4  128668453  128765228     76       6  31285       1.1899     0.075618    2.2204e-16       1.1899
_SET1_   80854         4  140417192  140512577    124      21  31725      0.17925      0.31034    2.7756e-16      0.17925
_SET1_   23022         4  169383215  169859608    869      81  31507      0.39447      0.16363    2.7756e-16      0.39447
_SET1_   11341         4  174299299  174355617     28       6  31335      0.52547      0.21116    2.2204e-16      0.52547
_SET1_   56977         4  184791509  184954679    220      40  31560     -0.97405      0.75144    2.2204e-16     -0.97405
_SET1_   836           4  185538850  185605629     60       5  31126     -0.28095      0.52091    2.7756e-16     -0.28095
_SET1_   291           4  186029417  186081538    121      13  31765     -0.93866      0.73069    2.2204e-16     -0.93866
_SET1_   27295         4  186411814  186491712    113      10  31631        1.179     0.069157    2.2204e-16        1.179
_SET1_   2195          4  187498937  187682876    402      46  31629       1.4728     0.031093    2.2204e-16       1.4728
_SET1_   55722         5     577405     665807    181      12  24009     -0.14848       0.6854    2.7756e-16     -0.14848
_SET1_   9319          5     857764     928164     43       5  29568      -1.2286      0.87547    2.2204e-16      -1.2286
_SET1_   79888         5    1451542    1560644    181      27  31720     0.063332      0.35205    2.6368e-16     0.063332
_SET1_   22948         5   10215041   10276501    136       7  31828     -0.12436      0.41743    2.6368e-16     -0.12436
_SET1_   10299         5   10318751   10450500     86       2  31810     -0.68722      0.66213    2.2204e-16     -0.68722
_SET1_   23194         5   15465305   15949905    667      30  31504     -0.76056      0.57532    2.2204e-16     -0.76056
_SET1_   10409         5   17181932   17286954    226      37  31685      0.32635      0.25731    2.7756e-16      0.32635
_SET1_   6507          5   36571457   36698436    232      37  31793      -0.9647      0.73509    2.2204e-16      -0.9647
_SET1_   5019          5   41720167   41905791     59       7  31520     -0.44968      0.56521    2.7756e-16     -0.44968
_SET1_   375444        5   43476803   43550273     61       5  31763    -0.022112      0.38806    2.7062e-16    -0.022112
_SET1_   4338          5   52381509   52440602    186      21  30901     -0.21424      0.48625    2.7756e-16     -0.21424
_SET1_   10468         5   52741183   52792964    121      18  30516      -1.3627      0.87994    2.2204e-16      -1.3627
_SET1_   401190        5   63766774   63919285    225      22  31274      0.89014      0.11748    2.2204e-16      0.89014
_SET1_   8507          5   73913231   73972249     72      13  30634     -0.11198       0.4701    2.6368e-16     -0.11198
_SET1_   55109         5   76291210   76371059    106      16  31390      0.15324      0.33445    2.7756e-16      0.15324
_SET1_   55255         5   76717622   76823332    249      13  31687     0.068395      0.33556    2.6368e-16     0.068395
_SET1_   9456          5   78659647   78844659    340      27  31510      -1.0576      0.75205    2.2204e-16      -1.0576
_SET1_   1719          5   79912045   79985800    266       7  30413      0.18655      0.33882    2.7756e-16      0.18655
_SET1_   5924          5   80221491   80535981    456      50  31391      0.61862      0.15694    2.2204e-16      0.61862
_SET1_   1404          5   82924017   83051896    177      22  31680      -2.0124      0.95473    4.4409e-16      -2.0124
_SET1_   84059         5   89819617   90470254    910      42  31668     -0.26534      0.32667    2.7756e-16     -0.26534
_SET1_   353189        5  101559690  101667253    258      15  31519     -0.70055       0.6372    2.2204e-16     -0.70055
_SET1_   90355         5  102559442  102624361     72       4  31751     -0.32753      0.51579    2.7756e-16     -0.32753
_SET1_   7905          5  112202081  112293339    181       9  31685     -0.90118      0.71546    2.2204e-16     -0.90118
_SET1_   1036          5  115130430  115187405     39       3  30966     -0.93553      0.77082    2.2204e-16     -0.93553
_SET1_   285605        5  118162569  118359240    200      10  31804       1.7302     0.018882    2.2204e-16       1.7302
_SET1_   51334         5  119764973  120033009    354      26  30165      -1.1817      0.82396    2.2204e-16      -1.1817
_SET1_   1456          5  122812793  122962739    166      11  31224      -1.2821      0.84227    2.2204e-16      -1.2821
_SET1_   3094          5  130484976  130536041     49       3  31441      -1.1708      0.81918    2.2204e-16      -1.1708
_SET1_   56990         5  130564702  130740383    122       8  30280       1.3346     0.069562    2.2204e-16       1.3346
_SET1_   4762          5  134859972  134906639     27       5  31286      0.20377      0.31898    2.7756e-16      0.20377
_SET1_   51306         5  137263638  137422650    103       6  31636      -1.8438      0.93955    2.2204e-16      -1.8438
_SET1_   202051        5  138721514  138774820     51       5  31330     -0.50373      0.59897    2.2204e-16     -0.50373
_SET1_   5201          5  139614635  139717689    135       7  31792    -0.096232      0.41551    2.6368e-16    -0.096232
_SET1_   113829        5  139909420  139958683     29       5  31315      0.95558      0.11138    2.2204e-16      0.95558
_SET1_   10007         5  141370234  141427620     38       7  31722      0.48689      0.21406    2.7756e-16      0.48689
_SET1_   80762         5  141453324  141544008    218      14  31815      0.37942      0.22998    2.7756e-16      0.37942
_SET1_   5521          5  145959067  146496083    774      47  32329       1.2312     0.027002    2.2204e-16       1.2312
_SET1_   1809          5  146760371  146924619    294      18  31595      -1.1672      0.78438    2.2204e-16      -1.1672
_SET1_   815           5  149589054  149704403    114      24  31802     -0.85134       0.7058    2.2204e-16     -0.85134
_SET1_   11346         5  149945642  150048792    203      28  31773     -0.14448      0.42273    2.7756e-16     -0.14448
_SET1_   55696         5  150060352  150115669     80       5  31790       1.2984     0.054063    2.2204e-16       1.2984
_SET1_   26999         5  156658091  156832606    272       9  31414     -0.42986      0.53582    2.7756e-16     -0.42986
_SET1_   79616         5  159668666  159774602    189      18  31618     -0.37265      0.51747    2.7756e-16     -0.37265
_SET1_   23120         5  159980127  160314219    479      45  31427     0.073047      0.31221    2.6368e-16     0.073047
_SET1_   92181         5  171626648  171745795    175       6  31465     -0.92133       0.7384    2.2204e-16     -0.92133
_SET1_   57179         5  175763065  175823809     53       7  31787       2.4431    0.0029142    4.4409e-16       2.4431
_SET1_   83463         5  176722501  176776096     54       8  31675      0.18184      0.31474    2.7756e-16      0.18184
_SET1_   57128         6    5037395    5296172    411      31  31361       -2.889      0.99357    4.4409e-16       -2.889
_SET1_   51299         6    5988232    6042838    100      11  31662       -2.173      0.96991    4.4409e-16       -2.173
_SET1_   3400          6   19802579   19852431     79      16  31663       -0.366      0.52726    2.7756e-16       -0.366
_SET1_   154150        6   22534678   22580750     59      10  31688      -1.1164      0.79075    2.2204e-16      -1.1164
_SET1_   8350          6   25985718   26031186     65       9  31069     -0.92434      0.75291    2.2204e-16     -0.92434
_SET1_   3024          6   26007260   26053040     70      10  31295      -1.1446      0.81008    2.2204e-16      -1.1446
_SET1_   8352          6   26010639   26056097     70      10  31266      -1.1308      0.80722    2.2204e-16      -1.1308
_SET1_   85236         6   27096072   27149637     28       4  34850      -1.8043      0.86733    2.2204e-16      -1.8043
_SET1_   8330          6   27795658   27841117     44       6  39280      0.20398     0.066427    2.7756e-16      0.20398
_SET1_   10919         6   31837536   31900464     63      13  38668      0.21803      0.07633    2.7756e-16      0.21803
_SET1_   6046          6   32901437   32959282     43      11  32850     -0.48691       0.5141    2.7756e-16     -0.48691
_SET1_   3833          6   33324301   33387701     15       5  18750       1.3744      0.12443    2.2204e-16       1.3744
_SET1_   221504        6   33387356   33435321     34       6  29368       3.6996   8.2323e-05    4.4409e-16       3.6996
_SET1_   29993         6   34398838   34513000    176      19  28852      -1.5619      0.93638    2.2204e-16      -1.5619
_SET1_   6428          6   36527090   36582244     78       5  31059     -0.48697      0.60835    2.7756e-16     -0.48697
_SET1_   221477        6   36818640   36906740    160       9  30379     -0.18002      0.50028    2.7756e-16     -0.18002
_SET1_   55633         6   37190528   37310746     51       6  31585      0.44594      0.23278    2.7756e-16      0.44594
_SET1_   116113        6   41479164   41580122    140      14  31390      -1.4186      0.87279    2.2204e-16      -1.4186
_SET1_   129685        6   41983251   42065093    222      37  31723      -2.1454      0.96566    4.4409e-16      -2.1454
_SET1_   5961          6   42654333   42725692    137      16  28909      0.85117      0.19026    2.2204e-16      0.85117
_SET1_   6903          6   42702234   42748884     67      10  31779     -0.65114      0.62957    2.2204e-16     -0.65114
_SET1_   5528          6   42917218   42990083    164      13  31570        1.061     0.083526    2.2204e-16        1.061
_SET1_   6722          6   43103920   43159244     49       3  32377       2.2964    0.0040966    4.4409e-16       2.2964
_SET1_   84630         6   43176222   43265997     96       9  31904       2.6462    0.0015224    4.4409e-16       2.6462
_SET1_   441151        6   44203480   44257182     80       8  31787     -0.75726      0.67611    2.2204e-16     -0.75726
_SET1_   57505         6   44256463   44316094     83      13  31602      0.46015      0.22618    2.7756e-16      0.46015
_SET1_   4172          6   52118812   52184679    121      15  31681       1.0232     0.091045    2.2204e-16       1.0232
_SET1_   85315         6   52191926   52282575    205      29  31796      0.85069      0.11606    2.2204e-16      0.85069
_SET1_   2941          6   52832746   52895178     96       6  31830     -0.28284      0.48582    2.7756e-16     -0.28284
_SET1_   51715         6   57041790   57122112     53       9  31626      0.52532      0.20383    2.2204e-16      0.52532
_SET1_   577           6   69310210   70109403    878      36  31526      0.48846      0.11773    2.7756e-16      0.48846
_SET1_   1297          6   70915743   71047786    293      25  31561     -0.22812      0.44458    2.7756e-16     -0.22812
_SET1_   135152        6   71556914   71702101    176      21  31576        1.099      0.07803    2.2204e-16        1.099
_SET1_   27145         6   75994607   76238516    325      19  31303     -0.78248      0.66537    2.2204e-16     -0.78248
_SET1_   7272          6   80679322   80762244     76       8  30906          1.5     0.043172    2.2204e-16          1.5
_SET1_   167681        6   84187194   84245423    153      18  32492     -0.54975      0.55298    2.2204e-16     -0.54975
_SET1_   112609        6   84697746   84810606    101       6  31189     -0.64983      0.65663    2.2204e-16     -0.64983
_SET1_   10492         6   86307502   86388568     52       6  30892       2.2896    0.0063706    4.4409e-16       2.2896
_SET1_   57150         6   87997306   88062043    142       6  31531     -0.16165      0.45447    2.7756e-16     -0.16165
_SET1_   55122         6   88374578   88446985    122      12  31800       0.3142      0.25974    2.7756e-16       0.3142
_SET1_   57226         6   90331943   90383474     67      11  29885       2.2733    0.0084692    4.4409e-16       2.2733
_SET1_   10690         6   96428845   96673488    421      30  31576      -0.8309      0.65629    2.2204e-16      -0.8309
_SET1_   253714        6   97580037   97766126    240       8  31508     -0.35228      0.50777    2.7756e-16     -0.35228
_SET1_   84553         6   99710793   99832594    224      20  31518      0.25583      0.27951    2.7756e-16      0.25583
_SET1_   7101          6  108452215  108520013     80      17  31736     -0.70565      0.65356    2.2204e-16     -0.70565
_SET1_   23270         6  116561127  116610261     45       2  31220      0.79831      0.15822    2.2204e-16      0.79831
_SET1_   7259          6  116586022  116636280     43       2  31191      0.96269       0.1223    2.2204e-16      0.96269
_SET1_   222553        6  118193689  118648839    646      45  31543       1.0409     0.057528    2.2204e-16       1.0409
_SET1_   254394        6  119124612  119291327    345       7  31767      0.89172     0.095172    2.2204e-16      0.89172
_SET1_   26002         6  132607194  132757664    240      20  31771     -0.40903      0.52008    2.7756e-16     -0.40903
_SET1_   113115        6  136542168  136606449     31       6  31589       2.0402    0.0099144    4.4409e-16       2.0402
_SET1_   51534         6  142433372  142552085    139       9  31496      0.60637      0.18219    2.2204e-16      0.60637
_SET1_   5325          6  144251437  144420736    356      34  27963      -1.6886      0.95195    2.2204e-16      -1.6886
_SET1_   80329         6  150250110  150304846    127       4  31807      -1.2841      0.83882    2.2204e-16      -1.2841
_SET1_   26271         6  153281658  153339740    163      14  31411      -1.0106      0.76142    2.2204e-16      -1.0106
_SET1_   26034         6  154465618  154712900    305      40  31778     -0.86306      0.69073    2.2204e-16     -0.86306
_SET1_   56995         6  158618268  158942860    552      15  31471       1.9542    0.0070737    2.2204e-16       1.9542
_SET1_   5071          6  161758590  163183834   2744     193  31628     -0.57928      0.37291    2.2204e-16     -0.57928
_SET1_   387263        6  170067238  170116402     74       7  31841       1.4589     0.038128    2.2204e-16       1.4589
_SET1_   84310         7    1026623    1212911    562      16  31270      0.26407      0.22358    2.7756e-16      0.26407
_SET1_   80727         7    2636603    2714436    170      22  31513      0.61669      0.18041    2.2204e-16      0.61669
_SET1_   221937        7    4686930    4821074    122      15  31617       1.3068     0.052816    2.2204e-16       1.3068
_SET1_   222962        7    5287561    5353704     83      15  31345     -0.31096      0.51934    2.7756e-16     -0.31096
_SET1_   80028         7    5505428    5588423    114      14  31675     -0.27388      0.48402    2.7756e-16     -0.27388
_SET1_   60            7    5556779    5605232     64      11  31632      0.36153      0.25285    2.7756e-16      0.36153
_SET1_   654231        7    5885429    5935994    113      16  31562      -1.2523      0.83178    2.2204e-16      -1.2523
_SET1_   84792         7    6359040    6423590    144      18  31813     -0.37128      0.51628    2.7756e-16     -0.37128
_SET1_   221981        7   11400062   11906824   1376      81  31675      0.26607       0.1144    2.7756e-16      0.26607
_SET1_   2115          7   13920854   14066050    314      32  30023      0.45384      0.25624    2.7756e-16      0.45384
_SET1_   3696          7   20335345   20465382    193      14  31724      -1.8935       0.9409    2.2204e-16      -1.8935
_SET1_   55536         7   21930517   22020542    243      36  30969      -1.0933       0.7989    2.2204e-16      -1.0933
_SET1_   4852          7   24288807   24341484    148      11  31800     -0.66344      0.63216    2.2204e-16     -0.66344
_SET1_   26031         7   24826159   25054818    431      54  31653       1.5134      0.02809    2.2204e-16       1.5134
_SET1_   136895        7   25154819   25254966    259      17  31813       2.5826     0.001541    4.4409e-16       2.5826
_SET1_   9586          7   28303940   28875511    903     112  31487      -1.9912      0.92237    2.2204e-16      -1.9912
_SET1_   644150        7   29811170   29966682    302      24  31711     -0.10436      0.38638    2.6368e-16     -0.10436
_SET1_   9805          7   29949719   30064905    125      11  31253      -1.0812      0.79534    2.2204e-16      -1.0812
_SET1_   84725         7   30032977   30167961    162       6  31642       -1.239      0.82892    2.2204e-16       -1.239
_SET1_   1395          7   30681559   30774719    152      22  31446      -1.6796       0.9185    2.2204e-16      -1.6796
_SET1_   223075        7   31518685   31708334    278      13  31771     -0.17134      0.41741    2.7756e-16     -0.17134
_SET1_   10842         7   31691631   31758069     54       9  31719     -0.33869      0.51345    2.7756e-16     -0.33869
_SET1_   989           7   35805596   35956715     42       6  31588     0.028814      0.37267    2.7062e-16     0.028814
_SET1_   80820         7   36157836   36351152    396      39  31583     -0.51702      0.54803    2.2204e-16     -0.51702
_SET1_   2737          7   41990547   42312469    337      35  31156       1.3484     0.047467    2.2204e-16       1.3484
_SET1_   23072         7   43117198   43613213    826      84  31416     -0.52601      0.49522    2.2204e-16     -0.52601
_SET1_   9263          7   43587692   43676978     87      11  31464     -0.59059      0.62509    2.2204e-16     -0.59059
_SET1_   94239         7   44856488   44922725    112       8  31480      0.69753      0.16238    2.2204e-16      0.69753
_SET1_   55915         7   55398141   55511435    202      13  31710      -2.1985      0.96826    4.4409e-16      -2.1985
_SET1_   81552         7   55528303   55675200    201      15  31347     0.037652      0.36726    2.7062e-16     0.037652
_SET1_   154807        7   65303257   65434545    200      12  31812      0.36415      0.23459    2.7756e-16      0.36415
_SET1_   9275          7   72940683   73007065     27       4  31442       0.7149      0.15941    2.2204e-16       0.7149
_SET1_   3092          7   75152619   75403290    443      35  31225      -0.7789       0.6515    2.2204e-16      -0.7789
_SET1_   4191          7   75642182   75706826    115       9  31713     -0.55322      0.59802    2.2204e-16     -0.55322
_SET1_   7532          7   75946108   76023342    100      11  31444       2.1026    0.0087334    4.4409e-16       2.1026
_SET1_   54677         7   86939951   87039112    101      10  31366      0.93488      0.11385    2.2204e-16      0.93488
_SET1_   10926         7   87470544   87548856     58       6  31451      0.46137      0.23039    2.7756e-16      0.46137
_SET1_   1021          7   92224235   92500941    198      20  31795      0.76582      0.13137    2.2204e-16      0.76582
_SET1_   4885          7   98211597   98269181     58      10  31672      0.74997      0.14519    2.2204e-16      0.74997
_SET1_   55262         7   99742043   99791338     60       7  30969       1.5859     0.035796    2.2204e-16       1.5859
_SET1_   56257         7   99991321  100041749     51       4  31445       2.1071    0.0090967    4.4409e-16       2.1071
_SET1_   7425          7  100795790  100845862     76      10  31829      -2.9007      0.99511    4.4409e-16      -2.9007
_SET1_   10467         7  100825985  100877471    108       9  31600      0.48402      0.21554    2.7756e-16      0.48402
_SET1_   1523          7  101424184  101937250    517      30  31789       1.0925     0.053761    2.2204e-16       1.0925
_SET1_   222236        7  102730023  102826081     91      10  31615       1.1021     0.080042    2.2204e-16       1.1021
_SET1_   3475          7  112028199  112127258    214      18  31046     -0.41111      0.55219    2.7756e-16     -0.41111
_SET1_   64101         7  127657124  127706002     37       7  31764        1.261     0.056654    2.2204e-16        1.261
_SET1_   4899          7  129216555  129406922    251      19  31680      0.66805      0.14976    2.2204e-16      0.66805
_SET1_   154791        7  138990196  139041065     93       6  31414       2.1547    0.0076413    4.4409e-16       2.1547
_SET1_   4708          7  140361481  140416446     55       1  31844      -1.0537      0.78546    2.2204e-16      -1.0537
_SET1_   100507421     7  140739032  141190180    560      50  31496      -1.2615      0.78901    2.2204e-16      -1.2615
_SET1_   2051          7  142517776  142578847    102       5  31686       -1.347      0.85257    2.2204e-16       -1.347
_SET1_   9747          7  143538461  143634278     68       9  31583       1.1536     0.074979    2.2204e-16       1.1536
_SET1_   6522          7  150720299  150783614     85      16  31660       1.1568     0.072076    2.2204e-16       1.1568
_SET1_   1020          7  150740899  150790052     49      10  31610      0.97168       0.1029    2.2204e-16      0.97168
_SET1_   116988        7  150747918  150851523    113      16  31713       0.5795      0.18809    2.2204e-16       0.5795
_SET1_   2636          7  150835676  150899867     73      11  31759       0.4863      0.21289    2.7756e-16       0.4863
_SET1_   6604          7  150926059  151009231    109      16  31365     -0.33395      0.52166    2.7756e-16     -0.33395
_SET1_   6009          7  151153098  151252010    139      15  31223       1.0498     0.094895    2.2204e-16       1.0498
_SET1_   7516          7  152333583  152408250    151      18  31827     -0.56199      0.59057    2.2204e-16     -0.56199
_SET1_   101928058     8    1910830    1957833    100       7  31774     -0.91312      0.72567    2.2204e-16     -0.91312
_SET1_   83648         8   11268972   11359276    171      11  31704      0.46797      0.21281    2.7756e-16      0.46797
_SET1_   29883         8   17076737   17139387    118      13  32737       0.3075      0.22827    2.7756e-16       0.3075
_SET1_   11178         8   20093676   20196492    160      32  31666       2.9287   0.00061672    4.4409e-16       2.9287
_SET1_   9796          8   22067216   22124851     53      11  31664     -0.23903      0.47357    2.7756e-16     -0.23903
_SET1_   1960          8   22535172   22585815     70       9  31786     -0.30138      0.49768    2.7756e-16     -0.30138
_SET1_   23221         8   22809930   22887710     72      14  31387     -0.72016      0.67471    2.2204e-16     -0.72016
_SET1_   91782         8   23066150   23129512    107      11  31437      0.82893      0.13609    2.2204e-16      0.82893
_SET1_   203069        8   23110442   23163792    137      22  31722      -1.2969      0.83688    2.2204e-16      -1.2969
_SET1_   55246         8   27580833   27665170    235      10  31461     -0.68579      0.63962    2.2204e-16     -0.68579
_SET1_   157570        8   27597057   27680141    256       8  31502     -0.61541      0.60928    2.2204e-16     -0.61541
_SET1_   3084          8   31461820   32632558   1919      72  31648      -1.4946      0.70509    2.2204e-16      -1.4946
_SET1_   11212         8   37584680   37647286      9       2  31490      -1.1681      0.80679    2.2204e-16      -1.1681
_SET1_   9070          8   37927483   38007598     73       4  31619      0.76217      0.14935    2.2204e-16      0.76217
_SET1_   6422          8   41109476   41201990    139      17  31742     -0.24103      0.47121    2.7756e-16     -0.24103
_SET1_   84296         8   41351725   41412565    101      13  31199   -0.0053657       0.4002    2.6975e-16   -0.0053657
_SET1_   5423          8   42160973   42239331     45       2  31844      -1.0703      0.78187    2.2204e-16      -1.0703
_SET1_   8601          8   54729368   54881863    178      17  31814       0.5503      0.18503    2.2204e-16       0.5503
_SET1_   79145         8   57089315   57141178     20       6  26840       1.0981      0.16955    2.2204e-16       1.0981
_SET1_   137886        8   59288823   59374060    214      25  31590    -0.093619      0.40687    2.6368e-16    -0.093619
_SET1_   286183        8   63126501   63922211   1626      61  31563       1.6365    0.0043894    2.2204e-16       1.6365
_SET1_   1392          8   67078612   67125846     22       3  31790     -0.95632      0.74104    2.2204e-16     -0.95632
_SET1_   23212         8   67306263   67352968     79       9  27357       1.8654     0.040837    2.2204e-16       1.8654
_SET1_   137872        8   67309693   67394260    168      16  27100       1.6019     0.069646    2.2204e-16       1.6019
_SET1_   254778        8   67370491   67440759    112      13  26265       1.5855     0.083706    2.2204e-16       1.5855
_SET1_   23678         8   67589653   67784257    202       4  20493     -0.11927      0.63806    2.6368e-16     -0.11927
_SET1_   389668        8   71546600   71658177    152       4  31812      0.75291      0.14098    2.2204e-16      0.75291
_SET1_   9312          8   73414626   73860584    627      31  31643      0.87797     0.076229    2.2204e-16      0.87797
_SET1_   79776         8   77558515   77789521    324      22  30916      -1.0451      0.76717    2.2204e-16      -1.0451
_SET1_   55824         8   81870045   82059303    187      31  31715       1.9676     0.011172    2.2204e-16       1.9676
_SET1_   54704         8   94894083   94948296    112      10  31537     0.086767       0.3546    2.6368e-16     0.086767
_SET1_   54845         8   95618364   95729694    251      12  31574      -1.0589      0.76467    2.2204e-16      -1.0589
_SET1_   137682        8   96002209   96125685     52       6  31425     -0.37857      0.54207    2.7756e-16     -0.37857
_SET1_   392255        8   97144558   97208020     60       5  31755      0.50367      0.21061    2.2204e-16      0.50367
_SET1_   55074         8  107247406  107774922    947      49  31583     -0.79168      0.52808    2.2204e-16     -0.79168
_SET1_   7227          8  116410724  116748299    156      18  31687      0.24273      0.28877    2.7756e-16      0.24273
_SET1_   441376        8  117915464  117966239    139      14  31841        2.355    0.0036304    4.4409e-16        2.355
_SET1_   401474        8  119191694  119669184    847      60  30085      0.14644      0.26886    2.7756e-16      0.14644
_SET1_   93594         8  124049920  124174393    159      18  31501      -1.2653      0.83158    2.2204e-16      -1.2653
_SET1_   29028         8  124322090  124443705     82       6  31673      -1.1688      0.81251    2.2204e-16      -1.1688
_SET1_   3786          8  133123105  133528004    767      74  31639       1.1141     0.048111    2.2204e-16       1.1141
_SET1_   169044        8  139590478  139961236    618      59  31517       1.9168    0.0081546    2.2204e-16       1.9168
_SET1_   23237         8  143682405  143730833    114      11  31782     -0.67715      0.64206    2.2204e-16     -0.67715
_SET1_   286075        8  144731622  144787672     68       8  31626    -0.012549      0.39164    2.6888e-16    -0.012549
_SET1_   4796          8  145644163  145704871    104       8  31408      0.62246      0.18801    2.2204e-16      0.62246
_SET1_   9401          8  145726667  145778210     29       3  31844      0.69405      0.16222    2.2204e-16      0.69405
_SET1_   6132          8  146005152  146052805     79       6  31844       1.3958     0.044969    2.2204e-16       1.3958
_SET1_   90865         9    6180149    6267983     47       5  31570     -0.23715      0.48619    2.7756e-16     -0.23715
_SET1_   2731          9    6522464    6680692    373      34  31504      -0.5407       0.5629    2.2204e-16      -0.5407
_SET1_   25769         9   19497450   19824059    411      44  31386    -0.096793      0.38972    2.6368e-16    -0.096793
_SET1_   79817         9   27315207   27565223    411      47  31606     -0.82542      0.66764    2.2204e-16     -0.82542
_SET1_   138474        9   32619452   32670667     47       5  31705      0.22139      0.30262    2.7756e-16      0.22139
_SET1_   55234         9   33031850   33111714    180      16  31661      0.64583      0.16384    2.2204e-16      0.64583
_SET1_   55833         9   33911691   34083947    256       8  31762       1.4144     0.036652    2.2204e-16       1.4144
_SET1_   203259        9   34388182   34493568    152      18  30557     -0.19561      0.49858    2.7756e-16     -0.19561
_SET1_   375704        9   34511040   34558037     41       9  31832      0.84153      0.12175    2.2204e-16      0.84153
_SET1_   1271          9   34541425   34625713     96      13  31476       1.4132     0.044967    2.2204e-16       1.4132
_SET1_   23349         9   34922484   34992541     92      13  31636     -0.41771      0.54656    2.7756e-16     -0.41771
_SET1_   25822         9   34954638   35008430     56      10  31790      -0.6407       0.6266    2.2204e-16      -0.6407
_SET1_   9853          9   35455007   35571895    110      14  31199     -0.72135      0.68079    2.2204e-16     -0.72135
_SET1_   9827          9   35714277   35763264     29       6  31707      0.38003      0.24572    2.7756e-16      0.38003
_SET1_   51754         9   35794222   35864844     90       9  31266       1.2209     0.070614    2.2204e-16       1.2209
_SET1_   152006        9   36326395   36522568    201      22  30750      0.55822      0.21392    2.2204e-16      0.55822
_SET1_   9833          9   36537859   36687680     59       7  30147       2.8784    0.0013052    4.4409e-16       2.8784
_SET1_   219           9   38357661   38408662    124      25  31448     -0.69076      0.66177    2.2204e-16     -0.69076
_SET1_   320           9   72032448   72322275    297      12  31420     0.018536      0.35509    2.7062e-16     0.018536
_SET1_   138199        9   77585936   77678326    139      11  31490      0.31143      0.27219    2.7756e-16      0.31143
_SET1_   7088          9   84188598   84338596    252      44  31837       1.0962     0.075604    2.2204e-16       1.0962
_SET1_   414328        9   86202964   86269045    114      12  31768       0.7626      0.13823    2.2204e-16       0.7626
_SET1_   29979         9   86264878   86358168    177      14  31404      0.90901       0.1121    2.2204e-16      0.90901
_SET1_   60560         9   88521009   88648350     55       5  31647     -0.21014      0.47306    2.7756e-16     -0.21014
_SET1_   10507         9   91965706   92147906    344      32  31394      -1.5645      0.88526    2.2204e-16      -1.5645
_SET1_   10912         9   92184913   92231470    128      11  31535      0.37316      0.24931    2.7756e-16      0.37316
_SET1_   54769         9   93362114   93440108    200      24  31584     -0.81721       0.6887    2.2204e-16     -0.81721
_SET1_   101929748     9   95557667   95605649     81      10  31679      -1.5453      0.89393    2.2204e-16      -1.5453
_SET1_   65268         9   95911437   96092854    323      23  31711     -0.37835      0.49131    2.7756e-16     -0.37835
